co_code,industry_type,incorporation_year,nse,year,sales,retained_profits,total_assets
385865,Business services & consultancy,2007.0,PROZONINTU,2018.0,68.6,22.7,12736.0
385865,Business services & consultancy,2007.0,PROZONINTU,2019.0,84.5,24.2,12678.3
385865,Business services & consultancy,2007.0,PROZONINTU,2020.0,96.2,51.7,10222.9
385865,Business services & consultancy,2007.0,PROZONINTU,2021.0,75.0,3.7,6672.3
385865,Business services & consultancy,2007.0,PROZONINTU,2022.0,98.7,53.0,7258.2
389178,Business services & consultancy,2002.0,A2ZINFRA,2007.0,1815.3,116.5,1658.0
389178,Business services & consultancy,2002.0,A2ZINFRA,2008.0,4632.5,442.8,4949.8
389178,Business services & consultancy,2002.0,A2ZINFRA,2009.0,6886.7,688.6,8005.4
389178,Business services & consultancy,2002.0,A2ZINFRA,2010.0,11227.8,949.0,13023.8
389178,Business services & consultancy,2002.0,A2ZINFRA,2011.0,11031.4,680.5,18332.3
389178,Business services & consultancy,2002.0,A2ZINFRA,2012.0,9551.8,197.3,21978.6
389178,Business services & consultancy,2002.0,A2ZINFRA,2013.0,5528.1,-538.1,21833.1
389178,Business services & consultancy,2002.0,A2ZINFRA,2014.0,3381.5,-1949.6,21502.4
389178,Business services & consultancy,2002.0,A2ZINFRA,2015.0,2172.7,-1238.8,22008.9
389178,Business services & consultancy,2002.0,A2ZINFRA,2016.0,9602.8,-402.1,27541.9
389178,Business services & consultancy,2002.0,A2ZINFRA,2017.0,6351.8,-1391.9,26956.9
389178,Business services & consultancy,2002.0,A2ZINFRA,2018.0,3576.1,-1147.7,25418.7
389178,Business services & consultancy,2002.0,A2ZINFRA,2019.0,5090.7,321.2,20101.4
389178,Business services & consultancy,2002.0,A2ZINFRA,2020.0,3880.8,-2908.9,17235.9
389178,Business services & consultancy,2002.0,A2ZINFRA,2021.0,1878.4,-831.4,16892.4
389178,Business services & consultancy,2002.0,A2ZINFRA,2022.0,1360.5,-1722.4,14473.0
400881,Business services & consultancy,2002.0,AGSTRA,2009.0,2774.7,154.1,1528.7
400881,Business services & consultancy,2002.0,AGSTRA,2010.0,2860.3,206.8,1957.5
400881,Business services & consultancy,2002.0,AGSTRA,2011.0,2550.0,56.3,3039.7
400881,Business services & consultancy,2002.0,AGSTRA,2012.0,5502.4,73.5,5571.9
400881,Business services & consultancy,2002.0,AGSTRA,2013.0,6816.1,79.4,8103.7
400881,Business services & consultancy,2002.0,AGSTRA,2014.0,9943.5,146.0,11091.9
400881,Business services & consultancy,2002.0,AGSTRA,2015.0,11974.6,233.0,12289.2
400881,Business services & consultancy,2002.0,AGSTRA,2016.0,11770.5,35.6,12754.6
400881,Business services & consultancy,2002.0,AGSTRA,2017.0,12600.4,63.0,13820.4
400881,Business services & consultancy,2002.0,AGSTRA,2018.0,13274.0,168.4,14877.8
400881,Business services & consultancy,2002.0,AGSTRA,2019.0,15524.1,422.2,15250.8
400881,Business services & consultancy,2002.0,AGSTRA,2020.0,14629.1,753.7,20611.3
400881,Business services & consultancy,2002.0,AGSTRA,2021.0,5112.8,700.9,27572.3
400881,Business services & consultancy,2002.0,AGSTRA,2022.0,5444.9,-1006.6,21551.1
400943,Business services & consultancy,1993.0,JUSTDIAL,2005.0,190.6,22.5,77.4
400943,Business services & consultancy,1993.0,JUSTDIAL,2006.0,340.6,46.4,230.4
400943,Business services & consultancy,1993.0,JUSTDIAL,2010.0,1309.1,-104.8,1256.8
400943,Business services & consultancy,1993.0,JUSTDIAL,2011.0,1839.3,295.4,2204.0
400943,Business services & consultancy,1993.0,JUSTDIAL,2012.0,2620.6,505.8,2976.9
400943,Business services & consultancy,1993.0,JUSTDIAL,2013.0,3627.7,684.6,6864.3
400943,Business services & consultancy,1993.0,JUSTDIAL,2014.0,4612.9,1042.0,8874.9
400943,Business services & consultancy,1993.0,JUSTDIAL,2015.0,5898.0,1219.2,11437.6
400943,Business services & consultancy,1993.0,JUSTDIAL,2016.0,6676.6,1257.7,10638.7
400943,Business services & consultancy,1993.0,JUSTDIAL,2017.0,7186.1,1213.4,12898.2
400943,Business services & consultancy,1993.0,JUSTDIAL,2018.0,7817.7,1431.8,14287.9
400943,Business services & consultancy,1993.0,JUSTDIAL,2019.0,8915.0,2068.0,15656.3
400943,Business services & consultancy,1993.0,JUSTDIAL,2020.0,9531.1,2723.1,18439.0
400943,Business services & consultancy,1993.0,JUSTDIAL,2021.0,7967.1,2141.9,18051.4
400943,Business services & consultancy,1993.0,JUSTDIAL,2022.0,7634.0,709.4,40494.8
406068,Business services & consultancy,2002.0,CROWN,2014.0,142.2,-1.1,480.4
406068,Business services & consultancy,2002.0,CROWN,2015.0,160.0,12.0,432.5
406068,Business services & consultancy,2002.0,CROWN,2016.0,199.1,24.9,603.0
406068,Business services & consultancy,2002.0,CROWN,2017.0,235.1,27.4,733.6
406068,Business services & consultancy,2002.0,CROWN,2018.0,149.8,-61.2,631.4
406068,Business services & consultancy,2002.0,CROWN,2019.0,181.1,-26.6,593.2
406068,Business services & consultancy,2002.0,CROWN,2020.0,143.8,-35.1,517.7
406068,Business services & consultancy,2002.0,CROWN,2021.0,121.8,25.9,351.4
412865,Business services & consultancy,2011.0,AGLSL,2017.0,4.1,1.5,1623.5
412865,Business services & consultancy,2011.0,AGLSL,2018.0,4.1,-3.0,1619.1
412865,Business services & consultancy,2011.0,AGLSL,2019.0,4.1,-1.2,1617.0
416157,Business services & consultancy,1997.0,TOUCHWOOD,2016.0,122.9,0.3,68.1
416157,Business services & consultancy,1997.0,TOUCHWOOD,2017.0,130.2,10.1,81.1
416157,Business services & consultancy,1997.0,TOUCHWOOD,2018.0,181.1,15.1,155.2
416157,Business services & consultancy,1997.0,TOUCHWOOD,2019.0,324.7,29.6,213.6
416157,Business services & consultancy,1997.0,TOUCHWOOD,2020.0,208.1,5.3,188.5
416157,Business services & consultancy,1997.0,TOUCHWOOD,2021.0,100.6,9.8,179.2
419492,Business services & consultancy,2008.0,CMSINFO,2014.0,9508.5,718.0,10934.1
419492,Business services & consultancy,2008.0,CMSINFO,2015.0,10945.2,573.9,8536.7
419492,Business services & consultancy,2008.0,CMSINFO,2016.0,9246.2,595.2,8195.8
419492,Business services & consultancy,2008.0,CMSINFO,2017.0,7833.6,745.4,7624.8
419492,Business services & consultancy,2008.0,CMSINFO,2018.0,7418.5,761.7,8603.8
419492,Business services & consultancy,2008.0,CMSINFO,2019.0,9029.8,626.5,9618.1
419492,Business services & consultancy,2008.0,CMSINFO,2020.0,11620.7,955.4,13102.1
419492,Business services & consultancy,2008.0,CMSINFO,2021.0,11536.2,1154.2,15860.3
419492,Business services & consultancy,2008.0,CMSINFO,2022.0,14179.6,1908.3,18439.2
445202,Business services & consultancy,2007.0,QUESS,2013.0,6164.3,60.8,2862.2
445202,Business services & consultancy,2007.0,QUESS,2015.0,23732.8,637.4,6382.0
445202,Business services & consultancy,2007.0,QUESS,2016.0,29181.8,785.5,11272.2
445202,Business services & consultancy,2007.0,QUESS,2017.0,34429.2,947.9,24314.5
445202,Business services & consultancy,2007.0,QUESS,2018.0,44108.0,2592.6,39174.0
445202,Business services & consultancy,2007.0,QUESS,2019.0,56947.9,2340.3,41865.5
445202,Business services & consultancy,2007.0,QUESS,2020.0,77402.3,-3369.1,42335.1
445202,Business services & consultancy,2007.0,QUESS,2021.0,74834.1,-998.5,37450.8
445202,Business services & consultancy,2007.0,QUESS,2022.0,97585.0,-176.6,43741.0
468516,Business services & consultancy,2012.0,LTTS,2014.0,1261.7,4.4,6379.2
468516,Business services & consultancy,2012.0,LTTS,2015.0,25605.9,593.9,17544.2
468516,Business services & consultancy,2012.0,LTTS,2016.0,28937.0,728.0,20431.0
468516,Business services & consultancy,2012.0,LTTS,2017.0,31125.0,3284.0,22783.0
468516,Business services & consultancy,2012.0,LTTS,2018.0,35711.6,3686.0,27303.0
468516,Business services & consultancy,2012.0,LTTS,2019.0,47396.0,4552.0,33970.0
468516,Business services & consultancy,2012.0,LTTS,2020.0,52744.0,5259.0,42691.0
468516,Business services & consultancy,2012.0,LTTS,2021.0,50188.0,4531.0,49518.0
468516,Business services & consultancy,2012.0,LTTS,2022.0,58417.0,5551.0,58458.0
491859,Business services & consultancy,2012.0,3RDROCK,2014.0,391.1,8.9,241.6
491859,Business services & consultancy,2012.0,3RDROCK,2018.0,207.9,2.4,265.0
491859,Business services & consultancy,2012.0,3RDROCK,2019.0,150.3,0.9,266.5
511448,Business services & consultancy,2003.0,DHRUV,2016.0,172.6,16.4,179.3
511448,Business services & consultancy,2003.0,DHRUV,2017.0,304.4,35.9,304.9
511448,Business services & consultancy,2003.0,DHRUV,2018.0,507.7,61.7,501.6
511448,Business services & consultancy,2003.0,DHRUV,2019.0,662.9,76.8,735.7
511448,Business services & consultancy,2003.0,DHRUV,2020.0,574.8,10.6,688.5
511448,Business services & consultancy,2003.0,DHRUV,2021.0,740.3,48.3,827.2
511448,Business services & consultancy,2003.0,DHRUV,2022.0,847.6,57.6,849.4
517469,Business services & consultancy,2006.0,KHFM,2015.0,464.3,21.0,333.5
517469,Business services & consultancy,2006.0,KHFM,2016.0,451.5,19.3,374.5
517469,Business services & consultancy,2006.0,KHFM,2017.0,453.5,17.7,405.3
517469,Business services & consultancy,2006.0,KHFM,2018.0,457.2,22.2,508.6
517469,Business services & consultancy,2006.0,KHFM,2019.0,780.9,26.3,583.7
517469,Business services & consultancy,2006.0,KHFM,2020.0,1153.5,41.1,822.9
517469,Business services & consultancy,2006.0,KHFM,2021.0,1150.4,30.2,1027.5
517469,Business services & consultancy,2006.0,KHFM,2022.0,964.2,-192.1,1005.9
520489,Business services & consultancy,2015.0,PALASHSECU,2017.0,0.4,-4.5,221.9
520489,Business services & consultancy,2015.0,PALASHSECU,2018.0,2.1,-3.6,224.7
526572,Business services & consultancy,2005.0,HUSYSLTD,2016.0,124.1,3.8,50.9
526572,Business services & consultancy,2005.0,HUSYSLTD,2017.0,145.5,8.7,97.1
526572,Business services & consultancy,2005.0,HUSYSLTD,2018.0,228.7,11.0,89.3
526572,Business services & consultancy,2005.0,HUSYSLTD,2019.0,328.3,12.5,111.2
526572,Business services & consultancy,2005.0,HUSYSLTD,2020.0,496.9,19.2,123.0
526572,Business services & consultancy,2005.0,HUSYSLTD,2021.0,1002.4,31.0,179.7
560000,Business services & consultancy,2009.0,KAPSTON,2011.0,105.2,3.6,21.1
560000,Business services & consultancy,2009.0,KAPSTON,2012.0,174.5,5.3,33.5
560000,Business services & consultancy,2009.0,KAPSTON,2014.0,412.7,17.3,113.5
560000,Business services & consultancy,2009.0,KAPSTON,2015.0,573.6,21.8,186.8
560000,Business services & consultancy,2009.0,KAPSTON,2016.0,699.4,25.7,325.4
560000,Business services & consultancy,2009.0,KAPSTON,2017.0,906.3,28.9,368.6
560000,Business services & consultancy,2009.0,KAPSTON,2018.0,1110.2,60.2,631.4
560000,Business services & consultancy,2009.0,KAPSTON,2019.0,1414.7,85.6,766.3
560000,Business services & consultancy,2009.0,KAPSTON,2020.0,2096.8,106.4,1205.2
560000,Business services & consultancy,2009.0,KAPSTON,2021.0,2116.9,54.1,1236.6
565492,Business services & consultancy,2007.0,SSINFRA,2012.0,186.2,23.0,83.5
565492,Business services & consultancy,2007.0,SSINFRA,2013.0,187.6,17.6,123.5
565492,Business services & consultancy,2007.0,SSINFRA,2014.0,184.8,17.7,131.6
565492,Business services & consultancy,2007.0,SSINFRA,2015.0,281.7,27.4,209.3
565492,Business services & consultancy,2007.0,SSINFRA,2016.0,262.9,33.4,230.4
565492,Business services & consultancy,2007.0,SSINFRA,2017.0,244.6,36.5,263.8
565492,Business services & consultancy,2007.0,SSINFRA,2018.0,242.3,52.5,387.1
565492,Business services & consultancy,2007.0,SSINFRA,2019.0,280.5,62.5,574.1
565492,Business services & consultancy,2007.0,SSINFRA,2020.0,252.3,30.2,635.8
571694,Business services & consultancy,2001.0,RELIABLE,2013.0,133.5,11.3,104.8
571694,Business services & consultancy,2001.0,RELIABLE,2014.0,145.0,12.5,136.9
571694,Business services & consultancy,2001.0,RELIABLE,2015.0,186.0,6.1,148.2
571694,Business services & consultancy,2001.0,RELIABLE,2016.0,188.7,10.4,158.9
571694,Business services & consultancy,2001.0,RELIABLE,2017.0,204.4,7.8,180.5
571928,Business services & consultancy,2012.0,VERTOZ,2017.0,106.2,11.1,90.5
571928,Business services & consultancy,2012.0,VERTOZ,2018.0,152.0,18.1,284.8
571928,Business services & consultancy,2012.0,VERTOZ,2019.0,213.0,27.5,351.4
571928,Business services & consultancy,2012.0,VERTOZ,2020.0,153.6,19.1,428.2
571928,Business services & consultancy,2012.0,VERTOZ,2021.0,165.8,27.0,487.1
601985,Business services & consultancy,2019.0,RVHL,2021.0,11.0,-1.3,3712.0
601985,Business services & consultancy,2019.0,RVHL,2022.0,14.1,-1.6,3701.3
607566,Business services & consultancy,2006.0,TIMESCAN,2013.0,298.1,2.6,42.0
607566,Business services & consultancy,2006.0,TIMESCAN,2014.0,342.5,2.8,43.8
607566,Business services & consultancy,2006.0,TIMESCAN,2015.0,350.9,2.8,43.0
607566,Business services & consultancy,2006.0,TIMESCAN,2017.0,408.9,1.7,56.3
607566,Business services & consultancy,2006.0,TIMESCAN,2018.0,553.1,5.7,71.6
607566,Business services & consultancy,2006.0,TIMESCAN,2020.0,650.8,9.8,146.2
607566,Business services & consultancy,2006.0,TIMESCAN,2021.0,995.1,13.5,304.6
607566,Business services & consultancy,2006.0,TIMESCAN,2022.0,1683.4,27.4,400.1
650760,Business services & consultancy,2007.0,DUGLOBAL,2018.0,403.7,3.2,54.6
650760,Business services & consultancy,2007.0,DUGLOBAL,2019.0,367.2,6.8,102.0
650760,Business services & consultancy,2007.0,DUGLOBAL,2020.0,279.8,-1.5,61.0
650760,Business services & consultancy,2007.0,DUGLOBAL,2022.0,45.6,2.6,120.3
11063,Transport logistics services,1993.0,ALLCARGO,2001.0,1026.4,31.8,215.0
11063,Transport logistics services,1993.0,ALLCARGO,2002.0,1058.8,26.1,237.5
11063,Transport logistics services,1993.0,ALLCARGO,2003.0,1169.7,33.0,400.6
11063,Transport logistics services,1993.0,ALLCARGO,2004.0,1462.5,58.9,486.6
11063,Transport logistics services,1993.0,ALLCARGO,2005.0,2268.6,237.5,825.0
11063,Transport logistics services,1993.0,ALLCARGO,2006.0,2704.2,368.6,2185.8
11063,Transport logistics services,1993.0,ALLCARGO,2007.0,3380.7,471.9,4931.0
11063,Transport logistics services,1993.0,ALLCARGO,2008.0,5198.5,861.2,8355.5
11063,Transport logistics services,1993.0,ALLCARGO,2009.0,5232.0,833.8,10349.1
11063,Transport logistics services,1993.0,ALLCARGO,2010.0,7089.6,752.6,15157.7
11063,Transport logistics services,1993.0,ALLCARGO,2012.0,10934.6,1613.0,20677.2
11063,Transport logistics services,1993.0,ALLCARGO,2013.0,10201.3,933.9,21447.2
11063,Transport logistics services,1993.0,ALLCARGO,2014.0,9743.8,340.0,21099.3
11063,Transport logistics services,1993.0,ALLCARGO,2015.0,11309.4,674.0,18930.7
11063,Transport logistics services,1993.0,ALLCARGO,2016.0,12019.1,570.1,18805.4
11063,Transport logistics services,1993.0,ALLCARGO,2017.0,11771.1,1063.2,20807.0
11063,Transport logistics services,1993.0,ALLCARGO,2018.0,11984.1,-258.2,20348.6
11063,Transport logistics services,1993.0,ALLCARGO,2019.0,15289.3,576.0,22853.6
11063,Transport logistics services,1993.0,ALLCARGO,2020.0,16196.8,1309.1,30413.8
11063,Transport logistics services,1993.0,ALLCARGO,2021.0,18017.6,1423.5,33235.0
11063,Transport logistics services,1993.0,ALLCARGO,2022.0,34356.1,2927.4,36221.3
18495,Transport logistics services,1999.0,AQUA,2006.0,95.7,3.1,100.2
18495,Transport logistics services,1999.0,AQUA,2008.0,1089.9,56.1,577.0
18495,Transport logistics services,1999.0,AQUA,2009.0,2134.0,111.5,1118.0
18495,Transport logistics services,1999.0,AQUA,2010.0,3220.1,205.4,2776.4
18495,Transport logistics services,1999.0,AQUA,2011.0,3808.8,223.9,6173.5
18495,Transport logistics services,1999.0,AQUA,2012.0,3114.5,11.5,6375.6
18495,Transport logistics services,1999.0,AQUA,2013.0,2606.3,-284.1,6062.1
36937,Transport logistics services,1991.0,BLUEDART,2001.0,2561.7,184.3,1997.0
36937,Transport logistics services,1991.0,BLUEDART,2002.0,2866.6,126.6,2069.1
36937,Transport logistics services,1991.0,BLUEDART,2003.0,3149.9,94.4,2163.9
36937,Transport logistics services,1991.0,BLUEDART,2004.0,3548.6,144.3,2626.2
36937,Transport logistics services,1991.0,BLUEDART,2005.0,4583.3,309.2,2930.3
36937,Transport logistics services,1991.0,BLUEDART,2006.0,6680.2,475.3,3517.8
36937,Transport logistics services,1991.0,BLUEDART,2007.0,8087.2,670.8,4319.6
36937,Transport logistics services,1991.0,BLUEDART,2008.0,9744.7,745.8,5129.8
36937,Transport logistics services,1991.0,BLUEDART,2009.0,9052.3,579.3,6834.7
36937,Transport logistics services,1991.0,BLUEDART,2010.0,11474.1,916.0,8422.7
36937,Transport logistics services,1991.0,BLUEDART,2011.0,14896.0,1167.2,9973.9
36937,Transport logistics services,1991.0,BLUEDART,2013.0,21620.6,-84.4,12915.1
36937,Transport logistics services,1991.0,BLUEDART,2014.0,19325.1,-144.0,12415.9
36937,Transport logistics services,1991.0,BLUEDART,2015.0,22684.5,-3305.5,13597.5
36937,Transport logistics services,1991.0,BLUEDART,2016.0,25519.2,1326.0,16469.5
36937,Transport logistics services,1991.0,BLUEDART,2017.0,26808.7,538.9,18199.9
36937,Transport logistics services,1991.0,BLUEDART,2018.0,27908.5,992.6,18678.2
36937,Transport logistics services,1991.0,BLUEDART,2019.0,31662.9,518.4,20555.5
36937,Transport logistics services,1991.0,BLUEDART,2020.0,31671.6,-740.5,22462.6
36937,Transport logistics services,1991.0,BLUEDART,2021.0,32798.9,963.1,25522.7
36937,Transport logistics services,1991.0,BLUEDART,2022.0,44090.7,2815.3,28769.2
96640,Transport logistics services,1981.0,ARSHIYA,2007.0,908.4,14.2,1096.2
96640,Transport logistics services,1981.0,ARSHIYA,2008.0,2019.1,70.2,4853.7
96640,Transport logistics services,1981.0,ARSHIYA,2009.0,2568.1,129.9,6307.2
96640,Transport logistics services,1981.0,ARSHIYA,2010.0,2736.1,85.5,10663.7
96640,Transport logistics services,1981.0,ARSHIYA,2011.0,4528.0,167.2,14740.8
96640,Transport logistics services,1981.0,ARSHIYA,2012.0,5921.9,379.3,20845.6
96640,Transport logistics services,1981.0,ARSHIYA,2013.0,7007.4,-140.1,25575.0
96640,Transport logistics services,1981.0,ARSHIYA,2014.0,3016.9,-2976.8,24997.0
96640,Transport logistics services,1981.0,ARSHIYA,2015.0,505.0,-2440.0,24021.6
96640,Transport logistics services,1981.0,ARSHIYA,2016.0,642.8,-2783.9,22404.5
96640,Transport logistics services,1981.0,ARSHIYA,2017.0,807.3,-701.8,26686.8
96640,Transport logistics services,1981.0,ARSHIYA,2018.0,854.2,389.6,27116.1
96640,Transport logistics services,1981.0,ARSHIYA,2019.0,1314.0,-351.6,27594.0
96640,Transport logistics services,1981.0,ARSHIYA,2020.0,2386.8,-10655.5,20078.1
96640,Transport logistics services,1981.0,ARSHIYA,2021.0,663.2,-1085.6,19508.2
96640,Transport logistics services,1981.0,ARSHIYA,2022.0,619.3,4015.7,17100.1
196665,Transport logistics services,1988.0,RIIL,2001.0,691.9,147.0,2806.2
196665,Transport logistics services,1988.0,RIIL,2002.0,590.1,57.3,3000.0
196665,Transport logistics services,1988.0,RIIL,2003.0,572.9,61.6,3215.1
196665,Transport logistics services,1988.0,RIIL,2004.0,316.3,115.5,2730.0
196665,Transport logistics services,1988.0,RIIL,2005.0,416.3,119.6,2705.4
196665,Transport logistics services,1988.0,RIIL,2006.0,552.4,124.3,2792.4
196665,Transport logistics services,1988.0,RIIL,2007.0,559.2,130.8,2916.7
196665,Transport logistics services,1988.0,RIIL,2008.0,672.6,156.1,2698.7
196665,Transport logistics services,1988.0,RIIL,2009.0,709.9,162.8,2428.6
196665,Transport logistics services,1988.0,RIIL,2010.0,511.6,158.1,2308.5
196665,Transport logistics services,1988.0,RIIL,2011.0,331.0,162.4,2476.4
196665,Transport logistics services,1988.0,RIIL,2012.0,400.6,174.6,2987.2
196665,Transport logistics services,1988.0,RIIL,2013.0,584.4,177.6,3024.3
196665,Transport logistics services,1988.0,RIIL,2014.0,613.1,179.5,3133.9
196665,Transport logistics services,1988.0,RIIL,2015.0,660.4,156.7,3218.6
196665,Transport logistics services,1988.0,RIIL,2016.0,1017.6,92.5,3542.8
196665,Transport logistics services,1988.0,RIIL,2017.0,1064.6,100.6,3553.6
196665,Transport logistics services,1988.0,RIIL,2018.0,1039.3,33.7,3680.2
196665,Transport logistics services,1988.0,RIIL,2019.0,990.9,14.1,3785.2
196665,Transport logistics services,1988.0,RIIL,2020.0,952.2,24.7,3810.7
196665,Transport logistics services,1988.0,RIIL,2021.0,640.9,31.7,4133.5
196665,Transport logistics services,1988.0,RIIL,2022.0,767.8,30.3,4353.0
231670,Transport logistics services,1955.0,SICAL,2001.0,21755.8,82.0,11746.1
231670,Transport logistics services,1955.0,SICAL,2002.0,13072.5,-49.9,10433.3
231670,Transport logistics services,1955.0,SICAL,2003.0,11268.8,29.9,10434.7
231670,Transport logistics services,1955.0,SICAL,2004.0,10936.2,93.7,9534.2
231670,Transport logistics services,1955.0,SICAL,2005.0,12258.4,311.3,9277.1
231670,Transport logistics services,1955.0,SICAL,2006.0,9718.4,536.9,9967.4
231670,Transport logistics services,1955.0,SICAL,2007.0,10011.0,326.2,13587.9
231670,Transport logistics services,1955.0,SICAL,2008.0,5645.3,362.6,12489.6
231670,Transport logistics services,1955.0,SICAL,2009.0,4755.2,54.6,12920.0
231670,Transport logistics services,1955.0,SICAL,2010.0,5362.3,263.6,11370.0
231670,Transport logistics services,1955.0,SICAL,2011.0,5377.5,1.7,9744.0
231670,Transport logistics services,1955.0,SICAL,2012.0,5012.4,124.7,7936.4
231670,Transport logistics services,1955.0,SICAL,2013.0,5001.2,104.2,8770.6
231670,Transport logistics services,1955.0,SICAL,2014.0,5616.0,106.7,9603.2
231670,Transport logistics services,1955.0,SICAL,2015.0,5782.8,271.9,11305.9
231670,Transport logistics services,1955.0,SICAL,2016.0,6477.8,243.1,14729.7
231670,Transport logistics services,1955.0,SICAL,2017.0,8200.8,455.4,18260.2
231670,Transport logistics services,1955.0,SICAL,2018.0,10745.5,286.6,19839.6
231670,Transport logistics services,1955.0,SICAL,2019.0,14651.8,305.3,21426.4
231670,Transport logistics services,1955.0,SICAL,2020.0,9518.6,-844.6,19445.4
231670,Transport logistics services,1955.0,SICAL,2021.0,4469.8,-11496.8,9568.2
252338,Transport logistics services,1995.0,TOTAL,2008.0,132.5,11.5,52.8
252338,Transport logistics services,1995.0,TOTAL,2009.0,241.9,19.1,89.6
252338,Transport logistics services,1995.0,TOTAL,2010.0,714.5,11.7,237.6
252338,Transport logistics services,1995.0,TOTAL,2011.0,1264.7,32.0,313.6
252338,Transport logistics services,1995.0,TOTAL,2012.0,1656.8,32.5,439.0
252338,Transport logistics services,1995.0,TOTAL,2014.0,2464.5,47.4,682.0
252338,Transport logistics services,1995.0,TOTAL,2015.0,2583.1,28.0,804.6
252338,Transport logistics services,1995.0,TOTAL,2016.0,2277.3,-158.4,606.1
252338,Transport logistics services,1995.0,TOTAL,2017.0,1996.5,55.9,522.0
252338,Transport logistics services,1995.0,TOTAL,2018.0,2079.8,80.2,692.0
252338,Transport logistics services,1995.0,TOTAL,2019.0,2480.8,80.9,826.4
252338,Transport logistics services,1995.0,TOTAL,2020.0,3225.5,38.6,1187.9
252338,Transport logistics services,1995.0,TOTAL,2021.0,2648.0,20.2,1011.2
253028,Transport logistics services,1995.0,TCI,2001.0,4957.8,57.7,1989.1
253028,Transport logistics services,1995.0,TCI,2002.0,5233.8,31.6,1953.9
253028,Transport logistics services,1995.0,TCI,2003.0,5357.5,36.5,2124.7
253028,Transport logistics services,1995.0,TCI,2004.0,6321.6,54.1,2306.7
253028,Transport logistics services,1995.0,TCI,2005.0,7348.1,78.9,2634.2
253028,Transport logistics services,1995.0,TCI,2006.0,9061.0,228.5,3387.9
253028,Transport logistics services,1995.0,TCI,2007.0,10868.9,258.9,4765.0
253028,Transport logistics services,1995.0,TCI,2008.0,12000.1,233.4,5700.8
253028,Transport logistics services,1995.0,TCI,2009.0,13014.4,232.3,6235.9
253028,Transport logistics services,1995.0,TCI,2010.0,14509.1,362.1,7249.7
253028,Transport logistics services,1995.0,TCI,2011.0,17580.3,437.1,7501.6
253028,Transport logistics services,1995.0,TCI,2012.0,18284.2,433.8,8121.4
253028,Transport logistics services,1995.0,TCI,2013.0,19518.9,434.5,8897.4
253028,Transport logistics services,1995.0,TCI,2014.0,20277.2,509.1,9142.6
253028,Transport logistics services,1995.0,TCI,2015.0,21970.5,624.9,10653.8
253028,Transport logistics services,1995.0,TCI,2016.0,16013.7,687.6,9919.4
253028,Transport logistics services,1995.0,TCI,2017.0,18101.4,601.3,11472.2
253028,Transport logistics services,1995.0,TCI,2018.0,21831.2,890.5,12952.3
253028,Transport logistics services,1995.0,TCI,2019.0,25609.0,1110.6,15371.7
253028,Transport logistics services,1995.0,TCI,2020.0,25159.6,1079.5,15903.8
253028,Transport logistics services,1995.0,TCI,2021.0,24638.3,1255.3,16044.0
253028,Transport logistics services,1995.0,TCI,2022.0,29161.0,2264.7,16496.1
379432,Transport logistics services,2007.0,MAHLOG,2009.0,6204.4,28.9,1742.5
379432,Transport logistics services,2007.0,MAHLOG,2010.0,9028.7,-28.4,2140.4
379432,Transport logistics services,2007.0,MAHLOG,2011.0,10947.2,-70.5,2182.0
379432,Transport logistics services,2007.0,MAHLOG,2012.0,13865.1,108.1,2108.5
379432,Transport logistics services,2007.0,MAHLOG,2013.0,15320.3,244.4,2846.7
379432,Transport logistics services,2007.0,MAHLOG,2014.0,17503.4,366.4,3785.2
379432,Transport logistics services,2007.0,MAHLOG,2015.0,19165.4,410.9,5107.9
379432,Transport logistics services,2007.0,MAHLOG,2016.0,19949.6,373.1,5607.0
379432,Transport logistics services,2007.0,MAHLOG,2017.0,25886.9,448.0,7819.7
379432,Transport logistics services,2007.0,MAHLOG,2018.0,32201.1,621.9,9263.1
379432,Transport logistics services,2007.0,MAHLOG,2019.0,36655.1,715.8,11373.4
379432,Transport logistics services,2007.0,MAHLOG,2020.0,32609.0,396.4,13480.4
379432,Transport logistics services,2007.0,MAHLOG,2021.0,29591.1,132.5,16056.6
379432,Transport logistics services,2007.0,MAHLOG,2022.0,36310.8,65.0,18693.5
390114,Transport logistics services,2006.0,FSC,2008.0,1128.1,-24.5,1040.7
390114,Transport logistics services,2006.0,FSC,2009.0,1933.6,2.4,1644.0
390114,Transport logistics services,2006.0,FSC,2010.0,1967.4,2.4,2031.6
390114,Transport logistics services,2006.0,FSC,2011.0,2918.8,1.7,2646.5
390114,Transport logistics services,2006.0,FSC,2012.0,3447.7,5.8,3292.4
390114,Transport logistics services,2006.0,FSC,2013.0,3535.6,-41.8,3777.2
390114,Transport logistics services,2006.0,FSC,2014.0,3301.6,42.3,3684.3
390114,Transport logistics services,2006.0,FSC,2015.0,4079.6,247.3,3893.1
390114,Transport logistics services,2006.0,FSC,2016.0,5198.7,294.3,4880.9
390114,Transport logistics services,2006.0,FSC,2017.0,5611.9,457.5,5150.5
390114,Transport logistics services,2006.0,FSC,2018.0,8319.2,305.9,8329.0
390114,Transport logistics services,2006.0,FSC,2019.0,11127.7,603.3,11938.2
390114,Transport logistics services,2006.0,FSC,2020.0,11405.5,-699.2,20680.4
390114,Transport logistics services,2006.0,FSC,2021.0,4664.2,-1843.6,17924.5
463750,Transport logistics services,2010.0,AVG,2013.0,962.5,19.5,295.0
