co_code,industry_type,incorporation_year,nse,year,sales,retained_profits,total_assets
113,Business services & consultancy,2000.0,AAATECH,2014.0,132.3,1.2,47.7
113,Business services & consultancy,2000.0,AAATECH,2015.0,134.9,1.0,45.3
113,Business services & consultancy,2000.0,AAATECH,2016.0,127.2,1.0,49.0
113,Business services & consultancy,2000.0,AAATECH,2017.0,123.2,0.9,52.4
113,Business services & consultancy,2000.0,AAATECH,2018.0,102.3,10.0,104.7
113,Business services & consultancy,2000.0,AAATECH,2019.0,103.4,18.6,106.0
113,Business services & consultancy,2000.0,AAATECH,2020.0,141.6,34.9,150.2
113,Business services & consultancy,2000.0,AAATECH,2021.0,110.2,9.7,260.2
113,Business services & consultancy,2000.0,AAATECH,2022.0,144.1,15.7,278.2
363,Business services & consultancy,1983.0,ABGHEAVY,2001.0,567.2,66.1,2337.6
363,Business services & consultancy,1983.0,ABGHEAVY,2002.0,30.1,71.4,2035.9
363,Business services & consultancy,1983.0,ABGHEAVY,2003.0,0.8,92.0,1940.0
363,Business services & consultancy,1983.0,ABGHEAVY,2004.0,8.7,106.6,1974.5
363,Business services & consultancy,1983.0,ABGHEAVY,2005.0,7.6,81.2,1992.6
363,Business services & consultancy,1983.0,ABGHEAVY,2006.0,34.9,135.7,2779.1
363,Business services & consultancy,1983.0,ABGHEAVY,2007.0,14.3,15.9,4494.0
363,Business services & consultancy,1983.0,ABGHEAVY,2008.0,50.3,585.5,6335.9
363,Business services & consultancy,1983.0,ABGHEAVY,2009.0,95.1,11.5,7898.6
363,Business services & consultancy,1983.0,ABGHEAVY,2010.0,40.5,44.5,6647.1
363,Business services & consultancy,1983.0,ABGHEAVY,2011.0,1452.0,19.9,6052.5
363,Business services & consultancy,1983.0,ABGHEAVY,2012.0,1457.6,46.4,5829.5
363,Business services & consultancy,1983.0,ABGHEAVY,2013.0,967.3,-62.8,5639.9
363,Business services & consultancy,1983.0,ABGHEAVY,2014.0,743.7,-183.0,5266.8
363,Business services & consultancy,1983.0,ABGHEAVY,2015.0,717.7,-136.9,5189.8
363,Business services & consultancy,1983.0,ABGHEAVY,2016.0,786.3,-7.4,4929.8
363,Business services & consultancy,1983.0,ABGHEAVY,2017.0,634.5,-234.8,4512.0
363,Business services & consultancy,1983.0,ABGHEAVY,2018.0,283.7,-120.0,3911.0
363,Business services & consultancy,1983.0,ABGHEAVY,2019.0,246.6,-280.3,3749.2
363,Business services & consultancy,1983.0,ABGHEAVY,2020.0,209.0,-1008.9,2637.9
363,Business services & consultancy,1983.0,ABGHEAVY,2021.0,183.3,-305.4,2403.8
363,Business services & consultancy,1983.0,ABGHEAVY,2022.0,144.8,-267.1,2029.8
3052,Business services & consultancy,1983.0,ATNINTER,2001.0,26.7,0.3,597.7
3052,Business services & consultancy,1983.0,ATNINTER,2002.0,28.5,-0.2,541.7
3052,Business services & consultancy,1983.0,ATNINTER,2003.0,10.6,-5.0,520.0
3052,Business services & consultancy,1983.0,ATNINTER,2004.0,10.8,-6.1,498.0
3052,Business services & consultancy,1983.0,ATNINTER,2005.0,17.7,2.1,513.1
3052,Business services & consultancy,1983.0,ATNINTER,2006.0,12.7,9.0,312.2
3052,Business services & consultancy,1983.0,ATNINTER,2007.0,10.8,-3.3,303.2
3052,Business services & consultancy,1983.0,ATNINTER,2008.0,1.3,-32.4,268.4
3052,Business services & consultancy,1983.0,ATNINTER,2009.0,1.4,0.8,275.6
3052,Business services & consultancy,1983.0,ATNINTER,2010.0,0.9,-9.9,263.0
3052,Business services & consultancy,1983.0,ATNINTER,2011.0,4.9,-9.0,257.6
3052,Business services & consultancy,1983.0,ATNINTER,2012.0,4.6,-10.5,213.3
3052,Business services & consultancy,1983.0,ATNINTER,2013.0,2.8,-46.0,186.5
3052,Business services & consultancy,1983.0,ATNINTER,2014.0,2.8,-12.2,173.0
3052,Business services & consultancy,1983.0,ATNINTER,2015.0,0.9,-1.0,170.2
3052,Business services & consultancy,1983.0,ATNINTER,2016.0,0.4,-4.6,172.1
3052,Business services & consultancy,1983.0,ATNINTER,2017.0,0.4,-9.3,125.8
3052,Business services & consultancy,1983.0,ATNINTER,2018.0,1.1,-5.5,109.4
3052,Business services & consultancy,1983.0,ATNINTER,2019.0,1.6,-2.3,110.5
3052,Business services & consultancy,1983.0,ATNINTER,2020.0,1.6,-5.2,112.1
4030,Business services & consultancy,1987.0,AARVI,2006.0,112.4,2.9,41.2
4030,Business services & consultancy,1987.0,AARVI,2007.0,204.1,8.9,71.1
4030,Business services & consultancy,1987.0,AARVI,2009.0,547.7,36.0,189.0
4030,Business services & consultancy,1987.0,AARVI,2010.0,666.4,29.4,317.5
4030,Business services & consultancy,1987.0,AARVI,2011.0,670.3,27.7,357.9
4030,Business services & consultancy,1987.0,AARVI,2012.0,704.2,20.4,385.1
4030,Business services & consultancy,1987.0,AARVI,2014.0,1060.5,46.5,544.2
4030,Business services & consultancy,1987.0,AARVI,2015.0,1141.5,56.1,521.9
4030,Business services & consultancy,1987.0,AARVI,2016.0,1093.1,12.6,517.9
4030,Business services & consultancy,1987.0,AARVI,2017.0,1462.2,31.4,802.0
4030,Business services & consultancy,1987.0,AARVI,2018.0,1688.7,65.9,984.5
4030,Business services & consultancy,1987.0,AARVI,2019.0,1919.4,50.0,987.1
4030,Business services & consultancy,1987.0,AARVI,2020.0,1912.1,20.1,1030.5
4030,Business services & consultancy,1987.0,AARVI,2021.0,1896.5,71.7,1079.4
4030,Business services & consultancy,1987.0,AARVI,2022.0,2745.2,93.6,1337.1
8628,Business services & consultancy,1995.0,AIRAN,2011.0,107.2,9.1,179.0
8628,Business services & consultancy,1995.0,AIRAN,2012.0,99.3,6.2,194.2
8628,Business services & consultancy,1995.0,AIRAN,2014.0,144.0,6.9,228.7
8628,Business services & consultancy,1995.0,AIRAN,2015.0,194.6,7.8,298.0
8628,Business services & consultancy,1995.0,AIRAN,2016.0,259.8,12.5,303.6
8628,Business services & consultancy,1995.0,AIRAN,2017.0,289.2,23.0,506.4
8628,Business services & consultancy,1995.0,AIRAN,2018.0,332.3,56.1,921.7
8628,Business services & consultancy,1995.0,AIRAN,2019.0,441.9,38.0,915.5
8628,Business services & consultancy,1995.0,AIRAN,2020.0,567.3,63.9,1001.4
8628,Business services & consultancy,1995.0,AIRAN,2021.0,628.7,55.7,1076.6
23885,Business services & consultancy,1989.0,ATCOM,2001.0,1652.2,117.8,2266.2
23885,Business services & consultancy,1989.0,ATCOM,2002.0,1963.2,171.6,2732.2
23885,Business services & consultancy,1989.0,ATCOM,2003.0,2034.2,-1376.0,1582.9
23885,Business services & consultancy,1989.0,ATCOM,2004.0,342.4,-687.7,1208.5
23885,Business services & consultancy,1989.0,ATCOM,2006.0,150.5,-624.7,550.8
23885,Business services & consultancy,1989.0,ATCOM,2008.0,1.5,-11.0,111.4
41184,Business services & consultancy,1962.0,CABOTINDIA,2001.0,1696.7,19.7,1347.7
41184,Business services & consultancy,1962.0,CABOTINDIA,2002.0,1664.8,75.2,1403.5
41184,Business services & consultancy,1962.0,CABOTINDIA,2003.0,1782.6,39.5,1462.3
41184,Business services & consultancy,1962.0,CABOTINDIA,2004.0,1839.0,-52.6,1442.1
41184,Business services & consultancy,1962.0,CABOTINDIA,2005.0,1698.4,-132.3,1504.0
41184,Business services & consultancy,1962.0,CABOTINDIA,2006.0,2216.1,-157.0,1849.8
41184,Business services & consultancy,1962.0,CABOTINDIA,2007.0,2705.9,47.3,1774.7
41184,Business services & consultancy,1962.0,CABOTINDIA,2008.0,3033.5,-202.9,2739.5
41184,Business services & consultancy,1962.0,CABOTINDIA,2009.0,2377.0,-400.8,1981.5
41184,Business services & consultancy,1962.0,CABOTINDIA,2011.0,2257.3,-1135.0,234.0
41184,Business services & consultancy,1962.0,CABOTINDIA,2012.0,70.9,28.2,123.0
41184,Business services & consultancy,1962.0,CABOTINDIA,2013.0,175.5,48.3,134.8
41184,Business services & consultancy,1962.0,CABOTINDIA,2014.0,137.2,6.8,120.4
41184,Business services & consultancy,1962.0,CABOTINDIA,2015.0,249.2,19.6,224.2
41184,Business services & consultancy,1962.0,CABOTINDIA,2016.0,200.6,8.4,214.1
41184,Business services & consultancy,1962.0,CABOTINDIA,2017.0,146.7,26.8,255.0
41184,Business services & consultancy,1962.0,CABOTINDIA,2018.0,153.6,5.6,88.4
41184,Business services & consultancy,1962.0,CABOTINDIA,2019.0,125.0,18.3,1575.8
41184,Business services & consultancy,1962.0,CABOTINDIA,2020.0,108.4,2007.3,1568.8
43250,Business services & consultancy,1995.0,CEENIKEXPO,2001.0,137.1,10.0,188.8
43250,Business services & consultancy,1995.0,CEENIKEXPO,2002.0,93.1,-2.2,175.5
43250,Business services & consultancy,1995.0,CEENIKEXPO,2003.0,48.6,-0.5,154.8
43250,Business services & consultancy,1995.0,CEENIKEXPO,2004.0,67.4,0.4,185.4
43250,Business services & consultancy,1995.0,CEENIKEXPO,2005.0,76.8,0.5,210.3
43250,Business services & consultancy,1995.0,CEENIKEXPO,2006.0,83.1,3.2,252.7
43250,Business services & consultancy,1995.0,CEENIKEXPO,2007.0,111.9,5.2,264.5
43250,Business services & consultancy,1995.0,CEENIKEXPO,2008.0,112.9,5.7,364.5
43250,Business services & consultancy,1995.0,CEENIKEXPO,2009.0,142.0,5.3,381.6
43250,Business services & consultancy,1995.0,CEENIKEXPO,2010.0,73.7,1.9,322.5
43250,Business services & consultancy,1995.0,CEENIKEXPO,2011.0,30.7,1.9,312.0
43250,Business services & consultancy,1995.0,CEENIKEXPO,2012.0,45.4,2.7,319.9
43250,Business services & consultancy,1995.0,CEENIKEXPO,2013.0,120.2,35.6,354.8
43250,Business services & consultancy,1995.0,CEENIKEXPO,2014.0,92.6,-12.3,403.1
43250,Business services & consultancy,1995.0,CEENIKEXPO,2015.0,83.6,3.7,417.5
43250,Business services & consultancy,1995.0,CEENIKEXPO,2016.0,150.0,-1.6,382.1
43250,Business services & consultancy,1995.0,CEENIKEXPO,2017.0,109.8,-16.1,391.6
43250,Business services & consultancy,1995.0,CEENIKEXPO,2018.0,119.9,-28.7,386.4
43250,Business services & consultancy,1995.0,CEENIKEXPO,2019.0,45.2,-30.0,342.5
43250,Business services & consultancy,1995.0,CEENIKEXPO,2020.0,35.6,-7.4,291.1
43250,Business services & consultancy,1995.0,CEENIKEXPO,2021.0,19.2,-6.2,289.2
43250,Business services & consultancy,1995.0,CEENIKEXPO,2022.0,21.4,-9.1,285.6
47542,Business services & consultancy,1963.0,CHOWGULSTM,2001.0,1057.3,56.0,3758.1
47542,Business services & consultancy,1963.0,CHOWGULSTM,2002.0,1022.2,-238.7,3199.1
47542,Business services & consultancy,1963.0,CHOWGULSTM,2003.0,510.3,-29.6,2006.5
47542,Business services & consultancy,1963.0,CHOWGULSTM,2004.0,491.8,86.9,1623.3
47542,Business services & consultancy,1963.0,CHOWGULSTM,2005.0,430.3,261.1,1776.6
47542,Business services & consultancy,1963.0,CHOWGULSTM,2006.0,368.7,67.3,1595.5
47542,Business services & consultancy,1963.0,CHOWGULSTM,2007.0,444.3,29.3,2889.2
47542,Business services & consultancy,1963.0,CHOWGULSTM,2008.0,975.2,179.6,2850.7
47542,Business services & consultancy,1963.0,CHOWGULSTM,2009.0,1259.4,168.5,2990.7
47542,Business services & consultancy,1963.0,CHOWGULSTM,2010.0,366.0,345.1,3127.8
47542,Business services & consultancy,1963.0,CHOWGULSTM,2011.0,311.1,-52.2,2825.8
47542,Business services & consultancy,1963.0,CHOWGULSTM,2012.0,227.1,-166.0,2253.3
47542,Business services & consultancy,1963.0,CHOWGULSTM,2013.0,128.2,-106.8,1988.3
47542,Business services & consultancy,1963.0,CHOWGULSTM,2014.0,175.4,-3.6,1913.4
47542,Business services & consultancy,1963.0,CHOWGULSTM,2015.0,93.1,-204.4,1651.8
47542,Business services & consultancy,1963.0,CHOWGULSTM,2016.0,67.7,-55.4,1576.5
47542,Business services & consultancy,1963.0,CHOWGULSTM,2017.0,27.7,-27.6,1452.5
47542,Business services & consultancy,1963.0,CHOWGULSTM,2018.0,23.7,-40.3,1410.5
47542,Business services & consultancy,1963.0,CHOWGULSTM,2019.0,22.1,-19.3,1384.3
47542,Business services & consultancy,1963.0,CHOWGULSTM,2020.0,21.8,35.6,1479.2
47542,Business services & consultancy,1963.0,CHOWGULSTM,2021.0,17.8,101.9,1380.4
47542,Business services & consultancy,1963.0,CHOWGULSTM,2022.0,21.2,-932.8,445.4
52181,Business services & consultancy,1993.0,CARERATING,2001.0,83.8,16.4,260.3
52181,Business services & consultancy,1993.0,CARERATING,2002.0,112.6,50.9,283.9
52181,Business services & consultancy,1993.0,CARERATING,2003.0,128.5,51.8,356.8
52181,Business services & consultancy,1993.0,CARERATING,2004.0,152.9,69.9,479.3
52181,Business services & consultancy,1993.0,CARERATING,2005.0,191.6,76.1,605.6
52181,Business services & consultancy,1993.0,CARERATING,2006.0,209.5,89.9,741.3
52181,Business services & consultancy,1993.0,CARERATING,2007.0,247.8,95.7,773.5
52181,Business services & consultancy,1993.0,CARERATING,2008.0,522.3,225.6,1247.6
52181,Business services & consultancy,1993.0,CARERATING,2009.0,973.9,516.9,2047.5
52181,Business services & consultancy,1993.0,CARERATING,2010.0,1378.7,816.2,3244.0
52181,Business services & consultancy,1993.0,CARERATING,2011.0,1708.7,837.7,3328.2
52181,Business services & consultancy,1993.0,CARERATING,2012.0,1780.8,743.6,5479.9
52181,Business services & consultancy,1993.0,CARERATING,2013.0,1987.7,467.9,7004.6
52181,Business services & consultancy,1993.0,CARERATING,2014.0,2294.6,339.8,8263.9
52181,Business services & consultancy,1993.0,CARERATING,2015.0,2572.1,-1284.7,7534.8
52181,Business services & consultancy,1993.0,CARERATING,2016.0,2648.5,191.8,8682.6
52181,Business services & consultancy,1993.0,CARERATING,2017.0,2804.8,530.2,10181.6
52181,Business services & consultancy,1993.0,CARERATING,2018.0,3216.1,617.5,11627.5
52181,Business services & consultancy,1993.0,CARERATING,2019.0,2973.6,-603.6,11745.5
52181,Business services & consultancy,1993.0,CARERATING,2020.0,2191.0,-225.0,11024.8
52181,Business services & consultancy,1993.0,CARERATING,2021.0,2196.7,460.6,11609.9
52181,Business services & consultancy,1993.0,CARERATING,2022.0,2192.7,461.7,12454.7
52194,Business services & consultancy,1987.0,CRISIL,2001.0,439.8,59.1,892.5
52194,Business services & consultancy,1987.0,CRISIL,2002.0,609.2,90.5,891.6
52194,Business services & consultancy,1987.0,CRISIL,2003.0,683.7,108.8,1040.6
52194,Business services & consultancy,1987.0,CRISIL,2004.0,709.3,108.4,1217.6
52194,Business services & consultancy,1987.0,CRISIL,2005.0,892.5,130.9,1418.4
52194,Business services & consultancy,1987.0,CRISIL,2006.0,1474.7,258.2,2197.5
52194,Business services & consultancy,1987.0,CRISIL,2007.0,2557.0,492.4,3736.8
52194,Business services & consultancy,1987.0,CRISIL,2008.0,3783.5,782.1,4922.8
52194,Business services & consultancy,1987.0,CRISIL,2009.0,4416.2,658.1,5870.3
52194,Business services & consultancy,1987.0,CRISIL,2010.0,5287.1,276.9,5449.5
52194,Business services & consultancy,1987.0,CRISIL,2011.0,6404.8,961.4,6178.9
52194,Business services & consultancy,1987.0,CRISIL,2012.0,7373.7,623.3,6944.4
52194,Business services & consultancy,1987.0,CRISIL,2013.0,7892.8,1240.1,9164.1
52194,Business services & consultancy,1987.0,CRISIL,2014.0,9033.7,458.2,10472.3
52194,Business services & consultancy,1987.0,CRISIL,2015.0,9561.0,246.4,10072.6
52194,Business services & consultancy,1987.0,CRISIL,2016.0,11296.4,1.1,11208.0
52194,Business services & consultancy,1987.0,CRISIL,2017.0,11911.5,65.1,11484.0
52194,Business services & consultancy,1987.0,CRISIL,2018.0,12286.5,261.5,22059.9
52194,Business services & consultancy,1987.0,CRISIL,2019.0,8888.5,146.7,22709.1
52194,Business services & consultancy,1987.0,CRISIL,2020.0,9464.3,-653.1,25535.6
52194,Business services & consultancy,1987.0,CRISIL,2021.0,10993.2,2005.3,26871.9
70115,Business services & consultancy,1989.0,ALANKIT,2015.0,37.8,-4.8,327.1
70115,Business services & consultancy,1989.0,ALANKIT,2016.0,291.4,18.1,512.7
70115,Business services & consultancy,1989.0,ALANKIT,2017.0,849.5,106.9,775.5
70115,Business services & consultancy,1989.0,ALANKIT,2018.0,1044.3,161.9,1216.5
70115,Business services & consultancy,1989.0,ALANKIT,2019.0,1230.2,97.1,1332.6
70115,Business services & consultancy,1989.0,ALANKIT,2020.0,1297.0,126.9,1617.8
70115,Business services & consultancy,1989.0,ALANKIT,2021.0,1032.0,72.0,1565.9
70115,Business services & consultancy,1989.0,ALANKIT,2022.0,1037.6,72.0,1669.2
71506,Business services & consultancy,1962.0,FGPIND,2001.0,2.2,-1.6,100.7
71506,Business services & consultancy,1962.0,FGPIND,2002.0,4.2,31.4,128.4
71506,Business services & consultancy,1962.0,FGPIND,2003.0,6.3,11.7,154.0
71506,Business services & consultancy,1962.0,FGPIND,2004.0,3.4,19.7,142.5
71506,Business services & consultancy,1962.0,FGPIND,2005.0,1.0,32.7,163.5
71506,Business services & consultancy,1962.0,FGPIND,2006.0,0.9,1.9,157.5
71506,Business services & consultancy,1962.0,FGPIND,2007.0,1.8,1.9,152.6
71506,Business services & consultancy,1962.0,FGPIND,2009.0,1.9,46.7,135.2
71506,Business services & consultancy,1962.0,FGPIND,2010.0,1.9,-4.3,131.5
71506,Business services & consultancy,1962.0,FGPIND,2011.0,1.6,-4.6,123.5
71506,Business services & consultancy,1962.0,FGPIND,2012.0,1.4,-0.4,120.9
71506,Business services & consultancy,1962.0,FGPIND,2013.0,1.4,-3.5,117.1
71506,Business services & consultancy,1962.0,FGPIND,2017.0,1.2,-3.2,117.5
71506,Business services & consultancy,1962.0,FGPIND,2018.0,1.2,-3.7,112.9
74884,Business services & consultancy,1999.0,PALREDTEC,2004.0,139.8,42.2,411.0
74884,Business services & consultancy,1999.0,PALREDTEC,2005.0,159.4,28.3,495.3
74884,Business services & consultancy,1999.0,PALREDTEC,2006.0,218.7,11.0,836.7
74884,Business services & consultancy,1999.0,PALREDTEC,2007.0,364.9,50.9,1145.2
74884,Business services & consultancy,1999.0,PALREDTEC,2008.0,371.4,3.6,1367.8
74884,Business services & consultancy,1999.0,PALREDTEC,2009.0,365.4,19.7,1329.6
74884,Business services & consultancy,1999.0,PALREDTEC,2010.0,325.8,0.1,1349.3
74884,Business services & consultancy,1999.0,PALREDTEC,2011.0,265.1,-57.3,1073.0
74884,Business services & consultancy,1999.0,PALREDTEC,2012.0,292.9,-33.0,1049.1
74884,Business services & consultancy,1999.0,PALREDTEC,2013.0,323.7,-12.4,1096.9
74884,Business services & consultancy,1999.0,PALREDTEC,2014.0,178.6,-52.9,1223.8
74884,Business services & consultancy,1999.0,PALREDTEC,2015.0,21.7,25.9,895.3
74884,Business services & consultancy,1999.0,PALREDTEC,2020.0,9.2,-0.9,311.3
74884,Business services & consultancy,1999.0,PALREDTEC,2021.0,15.1,-43.4,267.3
74884,Business services & consultancy,1999.0,PALREDTEC,2022.0,15.0,40.1,387.5
93566,Business services & consultancy,1987.0,HIMGRANITE,2001.0,203.1,1.4,304.8
93566,Business services & consultancy,1987.0,HIMGRANITE,2002.0,212.9,2.0,287.7
93566,Business services & consultancy,1987.0,HIMGRANITE,2003.0,197.0,0.5,270.6
93566,Business services & consultancy,1987.0,HIMGRANITE,2004.0,214.5,0.5,249.8
93566,Business services & consultancy,1987.0,HIMGRANITE,2005.0,202.9,1.3,241.3
93566,Business services & consultancy,1987.0,HIMGRANITE,2006.0,157.3,81.5,343.9
93566,Business services & consultancy,1987.0,HIMGRANITE,2007.0,131.5,-13.8,322.4
93566,Business services & consultancy,1987.0,HIMGRANITE,2008.0,114.3,-32.3,288.1
93566,Business services & consultancy,1987.0,HIMGRANITE,2009.0,12.3,-58.5,183.5
93566,Business services & consultancy,1987.0,HIMGRANITE,2010.0,0.4,-12.3,115.6
93566,Business services & consultancy,1987.0,HIMGRANITE,2011.0,1.1,-8.9,104.8
93566,Business services & consultancy,1987.0,HIMGRANITE,2012.0,4.5,-1.9,101.5
93566,Business services & consultancy,1987.0,HIMGRANITE,2013.0,4.5,3.4,103.6
93566,Business services & consultancy,1987.0,HIMGRANITE,2014.0,4.4,0.1,102.9
96443,Business services & consultancy,1991.0,ICRA,2001.0,221.4,57.0,683.0
96443,Business services & consultancy,1991.0,ICRA,2002.0,277.3,77.6,771.0
96443,Business services & consultancy,1991.0,ICRA,2003.0,308.7,68.8,853.0
96443,Business services & consultancy,1991.0,ICRA,2004.0,328.9,60.3,959.5
96443,Business services & consultancy,1991.0,ICRA,2005.0,371.5,46.2,990.2
96443,Business services & consultancy,1991.0,ICRA,2006.0,336.2,82.7,1097.3
96443,Business services & consultancy,1991.0,ICRA,2007.0,398.4,108.4,29837.8
96443,Business services & consultancy,1991.0,ICRA,2008.0,607.5,149.6,2040.4
96443,Business services & consultancy,1991.0,ICRA,2009.0,887.8,221.1,2532.0
96443,Business services & consultancy,1991.0,ICRA,2010.0,1062.1,301.8,3046.5
96443,Business services & consultancy,1991.0,ICRA,2011.0,1293.5,252.3,3117.5
96443,Business services & consultancy,1991.0,ICRA,2012.0,1394.1,276.6,3572.1
96443,Business services & consultancy,1991.0,ICRA,2013.0,1486.4,346.4,4075.1
96443,Business services & consultancy,1991.0,ICRA,2014.0,1629.2,318.2,6101.7
96443,Business services & consultancy,1991.0,ICRA,2015.0,1802.3,215.3,6861.5
96443,Business services & consultancy,1991.0,ICRA,2016.0,1942.9,313.8,7602.3
96443,Business services & consultancy,1991.0,ICRA,2017.0,2098.1,698.5,8642.4
96443,Business services & consultancy,1991.0,ICRA,2018.0,2207.1,692.3,9744.9
96443,Business services & consultancy,1991.0,ICRA,2019.0,2284.2,612.6,9539.0
96443,Business services & consultancy,1991.0,ICRA,2020.0,2062.7,300.8,10206.2
96443,Business services & consultancy,1991.0,ICRA,2021.0,1791.5,268.9,10703.1
96443,Business services & consultancy,1991.0,ICRA,2022.0,1922.0,472.5,11433.3
97042,Business services & consultancy,1990.0,AXISCADES,2001.0,301.0,126.4,498.1
97042,Business services & consultancy,1990.0,AXISCADES,2002.0,68.5,-43.9,497.6
97042,Business services & consultancy,1990.0,AXISCADES,2003.0,98.5,-287.7,348.2
97042,Business services & consultancy,1990.0,AXISCADES,2004.0,29.9,27.5,246.7
97042,Business services & consultancy,1990.0,AXISCADES,2005.0,19.4,-6.2,218.3
97042,Business services & consultancy,1990.0,AXISCADES,2006.0,40.5,-9.5,216.1
97042,Business services & consultancy,1990.0,AXISCADES,2007.0,55.4,-19.2,209.6
97042,Business services & consultancy,1990.0,AXISCADES,2008.0,72.0,-20.7,201.1
97042,Business services & consultancy,1990.0,AXISCADES,2009.0,114.4,8.7,218.0
97042,Business services & consultancy,1990.0,AXISCADES,2010.0,201.5,17.9,376.3
97042,Business services & consultancy,1990.0,AXISCADES,2011.0,371.6,62.3,536.6
97042,Business services & consultancy,1990.0,AXISCADES,2012.0,471.8,75.9,557.7
97042,Business services & consultancy,1990.0,AXISCADES,2013.0,545.4,74.0,530.1
97042,Business services & consultancy,1990.0,AXISCADES,2014.0,1810.9,82.0,1550.6
97042,Business services & consultancy,1990.0,AXISCADES,2015.0,1884.5,113.2,1425.8
97042,Business services & consultancy,1990.0,AXISCADES,2016.0,2350.4,262.8,2085.6
97042,Business services & consultancy,1990.0,AXISCADES,2017.0,2348.6,129.1,3304.8
97042,Business services & consultancy,1990.0,AXISCADES,2018.0,2325.8,-94.2,5506.9
97042,Business services & consultancy,1990.0,AXISCADES,2019.0,2251.9,-39.9,5598.7
97042,Business services & consultancy,1990.0,AXISCADES,2020.0,2321.1,-44.8,5716.2
97042,Business services & consultancy,1990.0,AXISCADES,2021.0,1293.2,-632.5,4584.1
97042,Business services & consultancy,1990.0,AXISCADES,2022.0,1825.7,30.8,4713.7
97115,Business services & consultancy,1992.0,PANORAMUNI,2002.0,83.2,33.0,121.9
97115,Business services & consultancy,1992.0,PANORAMUNI,2003.0,110.4,32.5,163.8
97115,Business services & consultancy,1992.0,PANORAMUNI,2004.0,124.7,22.3,364.7
97115,Business services & consultancy,1992.0,PANORAMUNI,2005.0,181.8,79.8,534.5
97115,Business services & consultancy,1992.0,PANORAMUNI,2006.0,218.5,82.4,706.5
97115,Business services & consultancy,1992.0,PANORAMUNI,2007.0,271.0,105.4,1084.0
97115,Business services & consultancy,1992.0,PANORAMUNI,2008.0,327.1,95.6,1710.4
97115,Business services & consultancy,1992.0,PANORAMUNI,2009.0,398.0,111.6,2010.9
97115,Business services & consultancy,1992.0,PANORAMUNI,2010.0,470.2,134.5,2125.2
97115,Business services & consultancy,1992.0,PANORAMUNI,2011.0,713.1,182.2,2347.3
97115,Business services & consultancy,1992.0,PANORAMUNI,2012.0,450.5,102.3,2773.9
97115,Business services & consultancy,1992.0,PANORAMUNI,2013.0,551.7,113.6,3037.2
97115,Business services & consultancy,1992.0,PANORAMUNI,2014.0,490.2,94.2,3350.2
97115,Business services & consultancy,1992.0,PANORAMUNI,2015.0,575.0,87.3,3465.1
97115,Business services & consultancy,1992.0,PANORAMUNI,2016.0,324.5,129.4,3906.8
97115,Business services & consultancy,1992.0,PANORAMUNI,2017.0,348.8,24.4,3988.8
98501,Business services & consultancy,2000.0,TEAMLEASE,2005.0,1036.5,-3.0,156.4
98501,Business services & consultancy,2000.0,TEAMLEASE,2006.0,2665.7,5.6,335.8
98501,Business services & consultancy,2000.0,TEAMLEASE,2007.0,4845.6,2.8,531.1
98501,Business services & consultancy,2000.0,TEAMLEASE,2008.0,6727.9,-13.8,788.7
98501,Business services & consultancy,2000.0,TEAMLEASE,2009.0,7042.3,3.9,625.5
98501,Business services & consultancy,2000.0,TEAMLEASE,2010.0,5780.3,0.5,676.8
98501,Business services & consultancy,2000.0,TEAMLEASE,2011.0,6850.3,-339.0,926.3
98501,Business services & consultancy,2000.0,TEAMLEASE,2012.0,9243.0,-184.3,1982.0
98501,Business services & consultancy,2000.0,TEAMLEASE,2013.0,12488.9,2.7,2223.0
98501,Business services & consultancy,2000.0,TEAMLEASE,2014.0,15293.5,196.0,2424.6
98501,Business services & consultancy,2000.0,TEAMLEASE,2015.0,22504.1,322.5,3210.3
98501,Business services & consultancy,2000.0,TEAMLEASE,2016.0,28509.1,242.9,5976.7
98501,Business services & consultancy,2000.0,TEAMLEASE,2017.0,29902.6,495.4,6804.0
98501,Business services & consultancy,2000.0,TEAMLEASE,2018.0,34407.4,725.6,8524.1
98501,Business services & consultancy,2000.0,TEAMLEASE,2019.0,41324.7,970.2,10563.3
98501,Business services & consultancy,2000.0,TEAMLEASE,2020.0,47833.7,415.8,12127.9
98501,Business services & consultancy,2000.0,TEAMLEASE,2021.0,44659.3,840.7,12743.7
98501,Business services & consultancy,2000.0,TEAMLEASE,2022.0,56403.4,225.0,13860.0
110207,Business services & consultancy,1978.0,VMJOGENGG,2001.0,1163.7,28.8,1101.4
110207,Business services & consultancy,1978.0,VMJOGENGG,2002.0,771.3,23.5,1280.8
110207,Business services & consultancy,1978.0,VMJOGENGG,2003.0,133.7,-187.7,1110.9
110207,Business services & consultancy,1978.0,VMJOGENGG,2005.0,147.4,-166.3,1058.8
110207,Business services & consultancy,1978.0,VMJOGENGG,2006.0,188.4,-126.8,1083.5
110207,Business services & consultancy,1978.0,VMJOGENGG,2007.0,80.0,69.4,1043.7
110207,Business services & consultancy,1978.0,VMJOGENGG,2008.0,12.0,-55.7,1098.7
110207,Business services & consultancy,1978.0,VMJOGENGG,2010.0,6.9,-47.6,1022.1
110207,Business services & consultancy,1978.0,VMJOGENGG,2011.0,4.2,-86.0,1022.1
110207,Business services & consultancy,1978.0,VMJOGENGG,2012.0,1.2,-66.9,994.9
