co_code,name,industry_type,incorporation_year,nse
102895,INDIA STEEL WORKS LTD.,Steel,1987.0,ISIBARS
102962,J S W ISPAT STEEL LTD. [MERGED],Steel,1984.0,JSWISPAT
102969,ISPAT PROFILES INDIA LTD.,Steel,1985.0,ISPATPROF
106917,JALAN FORGINGS LTD.,Steel,1990.0,JALANFORG
108555,JAYASWAL NECO INDS. LTD.,Steel,1972.0,JAYNECOIND
109809,JINDAL IRON & STEEL CO. LTD. [MERGED],Steel,1972.0,JINDALIRON
109874,J S W STEEL LTD.,Steel,1994.0,JSWSTEEL
115004,KALYANI STEELS LTD.,Steel,1973.0,KSL
115446,KAMDHENU LTD.,Steel,1994.0,KAMDHENU
115606,KAMPER CONCAST LTD.,Steel,1995.0,KAMPERCONC
124910,KUSUM INGOTS & ALLOYS LTD.,Steel,1985.0,KUSUMINGOT
129223,UTTAM VALUE STEELS LTD.,Steel,1970.0,UVSL
136491,MAHINDRA UGINE STEEL CO. LTD. [MERGED],Steel,1962.0,MAHINDUGIN
136716,MAJESTIC INDUSTRIES LTD.,Steel,1981.0,MAJESTIND
140013,MARDIA STEEL LTD.,Steel,1984.0,MARDIASTL
144841,METALMAN INDUSTRIES LTD.,Steel,1971.0,METALPIPE
150136,MUKAND LTD.,Steel,1937.0,MUKANDLTD
152850,N S L LTD. [MERGED],Steel,1974.0,NSL
155674,NATIONAL STEEL & AGRO INDS. LTD.,Steel,1985.0,NATNLSTEEL
169500,PANCHMAHAL STEEL LTD.,Steel,1972.0,PANCHMSTEL
173853,PENNAR INDUSTRIES LTD.,Steel,1975.0,PENIND
177883,POWMEX STEELS LTD. [MERGED],Steel,1990.0,POWMEXSTL
178832,PRAKASH INDUSTRIES LTD.,Steel,1980.0,PRAKASH
178909,PRAKASH STEELAGE LTD.,Steel,1991.0,PRAKASHSTL
184689,STEEL EXCHANGE INDIA LTD.,Steel,1999.0,STEELXIND
187257,R P G TRANSMISSION LTD. [MERGED],Steel,1951.0,RPGTLTD
191171,MAHAMAYA STEEL INDS. LTD.,Steel,1988.0,MAHASTEEL
191334,RAJINDER STEELS LTD.,Steel,1984.0,RAJINSTEEL
194610,RATHI ALLOYS & STEEL LTD.,Steel,1970.0,RATHIALLOY
217525,SHAH ALLOYS LTD.,Steel,1990.0,SHAHALLOYS
221335,SHIVALIK BIMETAL CONTROLS LTD.,Steel,1984.0,SBCL
224109,GYSCOAL ALLOYS LTD.,Steel,1999.0,GAL
224641,SHRI ISHAR ALLOY STEELS LTD.,Steel,1969.0,SRISARALOY
226518,SIDDHARTHA TUBES LTD.,Steel,1986.0,SIDDHATUBE
228400,SIPTA COATED STEELS LTD.,Steel,1984.0,SIPTACOAT
230734,SOMANI SWISS INDS. LTD.,Steel,1974.0,SOMANISWIS
236538,STEELCO GUJARAT LTD.,Steel,1989.0,STEELCOGUJ
240266,SUNFLAG IRON & STEEL CO. LTD.,Steel,1984.0,SUNFLAG
248136,TATA STEEL LTD.,Steel,1907.0,TATASTEEL
251255,TINPLATE CO. OF INDIA LTD.,Steel,1920.0,TINPLATE
255175,TULSYAN N E C LTD.,Steel,1947.0,TULSYAN
256955,UMI SPECIAL STEELS LTD.,Steel,1965.0,BIHARALLOY
259393,UTTAM GALVA STEELS LTD.,Steel,1985.0,UTTAMSTL
285996,M S P STEEL & POWER LTD.,Steel,1968.0,MSPL
339130,JINDAL STAINLESS LTD.,Steel,1980.0,JSL
368361,A M L STEEL LTD.,Steel,1993.0,AMLSTEEL
370147,GALLANTT ISPAT LTD.,Steel,2005.0,GALLANTT
372042,GALLANTT ISPAT LTD. [MERGED],Steel,2005.0,GALLISPAT
395068,VARDHMAN SPECIAL STEELS LTD.,Steel,2010.0,VSSL
401344,VASWANI INDUSTRIES LTD.,Steel,2003.0,VASWANI
453815,AHLADA ENGINEERS LTD.,Steel,2005.0,AHLADA
512985,JINDAL STAINLESS (HISAR) LTD.,Steel,2013.0,JSLHISAR
647528,MANGALAM WORLDWIDE LTD.,Steel,1995.0,MWL
3335,A V T NATURAL PRODUCTS LTD.,Other agricultural products,1986.0,AVTNPL
5802,VIKAS PROPPANT & GRANITE LTD.,Other agricultural products,1994.0,VIKASPROP
6926,ADVANTA LTD. [MERGED],Other agricultural products,1994.0,ADVANTA
8137,AGRITECH HATCHERIES & FOODS LTD.,Other agricultural products,1990.0,AGRIHATCH
8153,AGRO DUTCH INDS. LTD.,Other agricultural products,1992.0,AGRODUTCH
18838,ARAVALI INDUSTRIES LTD.,Other agricultural products,1984.0,ARAVALIIND
62606,DOON VALLEY RICE LTD.,Other agricultural products,1994.0,DOONVALLEY
65464,EASTERN OVERSEAS LTD.,Other agricultural products,1992.0,EASTOVERSE
77055,G R M OVERSEAS LTD.,Other agricultural products,1995.0,GRMOVER
86609,GUJARAT AMBUJA EXPORTS LTD.,Other agricultural products,1991.0,GAEL
86613,GUJARAT AMBUJA PROTEINS LTD. [MERGED],Other agricultural products,1986.0,GUJAMBPROT
99577,INDO-FRENCH BIOTECH ENTERPRISES LTD.,Other agricultural products,1992.0,INDOFREBIO
112001,K J INTERNATIONAL LTD.,Other agricultural products,1993.0,KJINTL
112888,K R B L LTD.,Other agricultural products,1993.0,KRBL
117652,KARUTURI GLOBAL LTD.,Other agricultural products,1994.0,KGL
118314,KAVERI SEED CO. LTD.,Other agricultural products,1986.0,KSCL
119221,NITTA GELATIN INDIA LTD.,Other agricultural products,1975.0,KERALACHEM
125758,L T FOODS LTD.,Other agricultural products,1990.0,DAAWAT
134184,MADHUR INDUSTRIES LTD.,Other agricultural products,1973.0,MADHURFOOD
142031,MAXWORTH ORCHARDS (INDIA) LTD.,Other agricultural products,1993.0,MAXORCHARD
148911,MONSANTO INDIA LTD. [MERGED],Other agricultural products,1949.0,MONSANTO
155448,NATH BIO-GENES (INDIA) LTD.,Other agricultural products,1993.0,NATHBIOGEN
165505,OSWAL AGRO FURANE LTD.,Other agricultural products,1983.0,OSWALAGFUR
196346,REI AGRO LTD.,Other agricultural products,1994.0,REIAGROLTD
212026,SANWARIA CONSUMER LTD.,Other agricultural products,1991.0,SANWARIA
214043,KOHINOOR FOODS LTD.,Other agricultural products,1989.0,KOHINOOR
259118,USHER AGRO LTD.,Other agricultural products,1996.0,USHERAGRO
264457,VENKY'S (INDIA) LTD.,Other agricultural products,1976.0,VENKEYS
266544,VIKAS W S P LTD.,Other agricultural products,1988.0,VIKASWSP
375287,K N AGRI RESOURCES LTD.,Other agricultural products,1987.0,KNAGRI
394656,JUBILANT INDUSTRIES LTD.,Other agricultural products,2007.0,JUBLINDS
445358,MAHAVEER COTTS STRINGS LTD.,Other agricultural products,2008.0,MCSL
453914,BABA AGRO FOOD LTD.,Other agricultural products,2008.0,BABAFOOD
474571,SARVESHWAR FOODS LTD.,Other agricultural products,2004.0,SARVESHWAR
523647,MOHINI HEALTH & HYGIENE LTD.,Other agricultural products,2009.0,MHHL
583556,SHREEOSWAL SEEDS & CHEMICALS LTD.,Other agricultural products,2017.0,OSWALSEEDS
602589,MANGALAM GLOBAL ENTERPRISE LTD.,Other agricultural products,2010.0,MGEL
15270,ANDHRA PAPER LTD.,Paper & newsprint,1964.0,ANDHRAPAP
29678,BALLARPUR INDUSTRIES LTD.,Paper & newsprint,1945.0,BALLARPUR
43750,CENTURY TEXTILES & INDS. LTD.,Paper & newsprint,1897.0,CENTURYTEX
87169,EMAMI PAPER MILLS LTD.,Paper & newsprint,1981.0,EMAMIPAP
97056,I T C BHADRACHALAM PAPERBOARDS LTD. [MERGED],Paper & newsprint,1975.0,ITCBHADRA
103937,J K PAPER LTD.,Paper & newsprint,1960.0,JKPAPER
134966,MAGNUM VENTURES LTD.,Paper & newsprint,1980.0,MAGNUM
137511,MALU PAPER MILLS LTD.,Paper & newsprint,1994.0,MALUPAPER
150148,MUKERIAN PAPERS LTD.,Paper & newsprint,1975.0,MUKERPAPER
151949,NATIONAL WIND POWER CORPN. LTD.,Paper & newsprint,1973.0,NEPCPAPER
152640,N R AGARWAL INDS. LTD.,Paper & newsprint,1993.0,NRAIL
155467,NATH PULP & PAPER MILLS LTD. [MERGED],Paper & newsprint,1975.0,NATHPULP
164832,ORIENT PAPER & INDS. LTD.,Paper & newsprint,1936.0,ORIENTPPR
170120,HUHTAMAKI INDIA LTD.,Paper & newsprint,1950.0,HUHTAMAKI
189670,RAINBOW PAPERS LTD. [MERGED],Paper & newsprint,1986.0,RAINBOWPAP
192516,SHREE RAMA NEWSPRINT LTD.,Paper & newsprint,1991.0,RAMANEWS
200693,RUCHIRA PAPERS LTD.,Paper & newsprint,1980.0,RUCHIRA
213855,SATIA INDUSTRIES LTD.,Paper & newsprint,1980.0,SATIA
214639,SAURASHTRA PAPER & BOARD MILLS LTD.,Paper & newsprint,1974.0,SAURASTPPR
216993,SESHASAYEE PAPER & BOARDS LTD.,Paper & newsprint,1960.0,SESHAPAPER
217375,SHAAN INTERWELL (INDIA) LTD.,Paper & newsprint,1984.0,SHAANINTER
222184,SHREE AMBESHWAR PAPER MILLS LTD.,Paper & newsprint,1980.0,SHREAMBPPR
223901,SHREE VINDHYA PAPER MILLS LTD.,Paper & newsprint,1973.0,SHRVINDPPR
224302,SHREYANS INDUSTRIES LTD.,Paper & newsprint,1979.0,SHREYANIND
228524,SIRPUR PAPER MILLS LTD.,Paper & newsprint,1938.0,SIRPAPER
231691,SOUTH INDIA PAPER MILLS LTD.,Paper & newsprint,1959.0,SIPAPER
236124,STAR PAPER MILLS LTD.,Paper & newsprint,1936.0,STARPAPER
271695,WEST COAST PAPER MILLS LTD.,Paper & newsprint,1955.0,WSTCSTPAPR
371572,KUANTUM PAPERS LTD.,Paper & newsprint,1997.0,KUANTUM
398426,SERVALAKSHMI PAPER LTD.,Paper & newsprint,2005.0,SERVALL
401484,PARAMOUNT PRINTPACKAGING LTD.,Paper & newsprint,2006.0,PARAPRINT
414271,ASTRON PAPER & BOARD MILL LTD.,Paper & newsprint,2010.0,ASTRON
437190,GENUS PAPER & BOARDS LTD.,Paper & newsprint,2012.0,GENUSPAPER
517843,PUDUMJEE PAPER PRODUCTS LTD.,Paper & newsprint,2015.0,PDMJEPAPER
5759,ADANI WILMAR LTD.,Vegetable oils & products,1999.0,AWL
8183,AGRO TECH FOODS LTD.,Vegetable oils & products,1986.0,ATFL
11907,ALPINE INDUSTRIES LTD.,Vegetable oils & products,1974.0,ALPINEIND
25176,AVANTI FEEDS LTD.,Vegetable oils & products,1993.0,AVANTIFEED
29326,BALAJI FOODS & FEEDS LTD. [MERGED],Vegetable oils & products,1973.0,BALAJIFOOD
34390,B C L INDUSTRIES LTD.,Vegetable oils & products,1976.0,BCLIND
42684,ZYDUS WELLNESS LTD.,Vegetable oils & products,1994.0,ZYDUSWELL
83010,GODREJ AGROVET LTD.,Vegetable oils & products,1991.0,GODREJAGRO
86386,GROWMORE SOLVENT LTD. [MERGED],Vegetable oils & products,1992.0,GROMORSOLV
96204,HYTAISUN MAGNETICS LTD.,Vegetable oils & products,1988.0,HYTSNMAGNT
108391,JAYANT AGRO-ORGANICS LTD.,Vegetable oils & products,1992.0,JAYAGROGN
109613,J V L AGRO INDS. LTD.,Vegetable oils & products,1989.0,JVLAGRO
113137,K S E LTD.,Vegetable oils & products,1963.0,KSE
134158,MADHUMILAN SYNTEX LTD.,Vegetable oils & products,1979.0,MADHUSYNTX
140097,MARICO LTD.,Vegetable oils & products,1988.0,MARICO
145399,MICRO PLANTAE LTD.,Vegetable oils & products,1989.0,MICROPLANT
169244,PAN ASIA GLOBAL LTD.,Vegetable oils & products,1984.0,PANASIGLOB
194450,RASOYA PROTEINS LTD.,Vegetable oils & products,1992.0,RASOYPR
199496,ROM INDUSTRIES LTD.,Vegetable oils & products,1974.0,ROMIND
200649,PATANJALI FOODS LTD.,Vegetable oils & products,1986.0,PATANJALI
210268,SANDERSON INDUSTRIES LTD.,Vegetable oils & products,1985.0,SANDERIND
230804,SOMKAN MARINE FOODS LTD.,Vegetable oils & products,1992.0,SOMKMARINE
243147,SURYA AGROILS LTD.,Vegetable oils & products,1987.0,SURYAGROIL
266929,VIMAL OIL & FOODS LTD.,Vegetable oils & products,1992.0,VIMALOIL
267911,VIPPY INDUSTRIES LTD.,Vegetable oils & products,1973.0,VIPPYSOLVX
270871,WATERBASE LTD.,Vegetable oils & products,1987.0,WATERBASE
342859,RAJ OIL MILLS LTD.,Vegetable oils & products,2001.0,ROML
398730,SHREE RAM PROTEINS LTD.,Vegetable oils & products,2008.0,SRPL
484687,M K PROTEINS LTD.,Vegetable oils & products,2012.0,MKPL
489164,GOKUL AGRO RESOURCES LTD.,Vegetable oils & products,2014.0,GOKULAGRO
523692,NARMADA AGROBASE LTD.,Vegetable oils & products,2013.0,NARMADA
566013,SHANTI OVERSEAS (INDIA) LTD.,Vegetable oils & products,2011.0,SHANTI
576804,AJOONI BIOTECH LTD.,Vegetable oils & products,2010.0,AJOONI
19063,ARCHIES LTD.,Retail trading,1990.0,ARCHIES
22398,ASHRAM ONLINE.COM LTD.,Retail trading,1991.0,TATIASKYLN
30398,WELSPUN GLOBAL BRANDS LTD. [MERGED],Retail trading,2000.0,WELGLOB
31130,BATA INDIA LTD.,Retail trading,1931.0,BATAINDIA
42993,QUICK HEAL TECHNOLOGIES LTD.,Retail trading,1995.0,QUICKHEAL
79600,GATI LTD.,Retail trading,1995.0,GATI
82000,GITANJALI GEMS LTD.,Retail trading,1986.0,GITANJALI
102782,ISHAN INTERNATIONAL LTD.,Retail trading,1995.0,ISHAN
119763,KHADIM INDIA LTD.,Retail trading,1981.0,KHADIM
121798,KODAK INDIA PVT. LTD.,Retail trading,1973.0,INDIAPHOTO
133028,TOMMORROWLAND LTD.,Retail trading,1986.0,MSSHOES
146833,MIRZA INTERNATIONAL LTD.,Retail trading,1979.0,MIRZAINT
163972,OMNITECH INFOSOLUTIONS LTD.,Retail trading,1990.0,OMNITECH
170019,FUTURE ENTERPRISES LTD.,Retail trading,1987.0,FEL
207901,SAI SERVICE PVT. LTD.,Retail trading,1985.0,SAISERVICE
218656,SHANKARA BUILDING PRODUCTS LTD.,Retail trading,1995.0,SHANKARA
221948,SHOPPERS STOP LTD.,Retail trading,1997.0,SHOPERSTOP
253375,TRENT LTD.,Retail trading,1952.0,TRENT
257429,UNIPLY INDUSTRIES LTD.,Retail trading,1996.0,UNIPLY
258463,UNIWORTH INTERNATIONAL LTD.,Retail trading,1992.0,UNIWORTINT
275413,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.,Retail trading,1994.0,ZICOM
326625,V 2 RETAIL LTD.,Retail trading,2001.0,V2RETAIL
333552,AVENUE SUPERMARTS LTD.,Retail trading,2000.0,DMART
340220,REFEX INDUSTRIES LTD.,Retail trading,2002.0,REFEX
356581,ALCHEMIST LTD.,Retail trading,1988.0,ALCHEM
369729,RADHA MADHAV CORPN. LTD.,Retail trading,2005.0,RMCL
370834,BRANDHOUSE RETAILS LTD.,Retail trading,2004.0,BRANDHOUSE
374960,ADITYA BIRLA FASHION & RETAIL LTD.,Retail trading,2007.0,ABFRL
379369,ETHOS LTD.,Retail trading,2007.0,ETHOSLTD
380731,FUTURE RETAIL LTD.,Retail trading,2007.0,FRETAIL
387591,V-MART RETAIL LTD.,Retail trading,2002.0,VMART
415517,BRAND CONCEPTS LTD.,Retail trading,2007.0,BCONCEPTS
434647,CREATIVE NEWTECH LTD.,Retail trading,2004.0,CREATIVE
449479,FUTURE LIFESTYLE FASHIONS LTD.,Retail trading,2012.0,FLFL
462653,GO FASHION (INDIA) LTD.,Retail trading,2010.0,GOCOLORS
471269,VEDANT FASHIONS LTD.,Retail trading,2002.0,MANYAVAR
505096,GRETEX INDUSTRIES LTD.,Retail trading,2009.0,GRETEX
535718,OSIA HYPER RETAIL LTD.,Retail trading,2013.0,OSIAHYPER
544539,RADHIKA JEWELTECH LTD.,Retail trading,2016.0,RADHIKAJWE
551967,ARVIND FASHIONS LTD.,Retail trading,2016.0,ARVINDFASN
560528,PRAXIS HOME RETAIL LTD.,Retail trading,2011.0,PRAXIS
570862,SPENCER'S RETAIL LTD.,Retail trading,2017.0,SPENCERS
575701,HINDWARE HOME INNOVATION LTD.,Retail trading,2017.0,HINDWAREAP
577875,VASA RETAIL & OVERSEAS LTD.,Retail trading,2017.0,VASA
580641,DEBOCK INDUSTRIES LTD.,Retail trading,2008.0,DIL
589400,SILGO RETAIL LTD.,Retail trading,2016.0,SILGO
601483,D C INFOTECH & COMMUNICATION LTD.,Retail trading,2019.0,DCI
608318,JAY JALARAM TECHNOLOGIES LTD.,Retail trading,2012.0,KORE
647629,BOMBAY METRICS SUPPLY CHAIN LTD.,Retail trading,2015.0,BMETRICS
18149,APOLLO TUBES & STEEL INDS. LTD.,Steel pipes & tubes,1901.0,APOLLOTUBE
35548,A P L APOLLO TUBES LTD.,Steel pipes & tubes,1986.0,APLAPOLLO
66728,ELECTROSTEEL CASTINGS LTD.,Steel pipes & tubes,1955.0,ELECTCAST
78455,GANDHI SPECIAL TUBES LTD.,Steel pipes & tubes,1985.0,GANDHITUBE
84124,GOODLUCK INDIA LTD.,Steel pipes & tubes,1986.0,GOODLUCK
92893,HI-TECH PIPES LTD.,Steel pipes & tubes,1985.0,HITECH
98990,INDIAN SEAMLESS METAL TUBES (KALYANI SEAMLESS TUBES) LTD. [MERGED],Steel pipes & tubes,1990.0,ISMETALTUB
126871,SRIKALAHASTHI PIPES LTD. [MERGED],Steel pipes & tubes,1991.0,SRIPIPES
135716,MAHARASHTRA SEAMLESS LTD.,Steel pipes & tubes,1988.0,MAHSEAMLES
137688,MAN INDUSTRIES (INDIA) LTD.,Steel pipes & tubes,1988.0,MANINDS
150144,MUKAT PIPES LTD.,Steel pipes & tubes,1987.0,MUKATPIPE
163228,OIL COUNTRY TUBULAR LTD.,Steel pipes & tubes,1985.0,OILCOUNTUB
167623,P S L LTD.,Steel pipes & tubes,1987.0,PSL
191329,RAJINDER PIPES LTD.,Steel pipes & tubes,1986.0,RAJINPIPE
192547,RAMA STEEL TUBES LTD.,Steel pipes & tubes,1974.0,RAMASTEEL
194847,RATNAMANI METALS & TUBES LTD.,Steel pipes & tubes,1983.0,RATNAMANI
196903,WELSPUN SPECIALTY SOLUTIONS LTD.,Steel pipes & tubes,1980.0,REMIMETAL
214966,JINDAL SAW LTD.,Steel pipes & tubes,1984.0,JINDALSAW
236519,STEEL TUBES OF INDIA LTD.,Steel pipes & tubes,1959.0,STEELTUBES
271523,WELSPUN CORP LTD.,Steel pipes & tubes,1995.0,WELCORP
275251,ZENITH STEEL PIPES & INDS. LTD.,Steel pipes & tubes,1960.0,ZENITHSTL
385601,TUBE INVESTMENTS OF INDIA LTD.,Steel pipes & tubes,2008.0,TIINDIA
470269,SURANI STEEL TUBES LTD.,Steel pipes & tubes,2012.0,SURANI
532053,VENUS PIPES & TUBES LTD.,Steel pipes & tubes,2015.0,VENUSPIPES
568434,TEMBO GLOBAL INDS. LTD.,Steel pipes & tubes,2010.0,TEMBO
583136,HARIOM PIPE INDS. LTD.,Steel pipes & tubes,2007.0,HARIOMPIPE
31182,BATLIBOI LTD.,Machine tools,1941.0,BATLIBOI
50519,CONSORTEX KARL DOELITZSCH (INDIA) LTD.,Machine tools,1984.0,APOWERTOOL
66558,ELECTREX (INDIA) LTD.,Machine tools,1982.0,ELECTRX
67764,EMKAY TAPS & CUTTING TOOLS LTD.,Machine tools,1995.0,EMKAYTOOLS
74386,FORBES & CO. LTD.,Machine tools,1919.0,FORBESGOK
129506,LOKESH MACHINES LTD.,Machine tools,1983.0,LOKESHMACH
210409,SANDVIK ASIA PVT. LTD.,Machine tools,1960.0,SANDVIKAS
250214,THAPAR ISPAT LTD.,Machine tools,1988.0,THAPRISPAT
257898,UNITED DRILLING TOOLS LTD.,Machine tools,1985.0,UNIDT
271560,WENDT (INDIA) LTD.,Machine tools,1980.0,WENDT
272264,KENNAMETAL INDIA LTD.,Machine tools,1964.0,KENNAMET
577807,MACPOWER C N C MACHINES LTD.,Machine tools,2003.0,MACPOWER
3998,AARTI INDUSTRIES LTD.,Other chemical products,1984.0,AARTIIND
6819,ADVANCED ENZYME TECHNOLOGIES LTD.,Other chemical products,1989.0,ADVENZYMES
12790,AMBANI ORGANICS LTD.,Other chemical products,1985.0,AMBANIORG
23561,ASTEC LIFESCIENCES LTD.,Other chemical products,1994.0,ASTEC
24381,ATUL LTD.,Other chemical products,1975.0,ATUL
41761,CAMLIN FINE SCIENCES LTD.,Other chemical products,1993.0,CAMLINFINE
41793,ORIENTAL AROMATICS LTD.,Other chemical products,1972.0,OAL
43415,AKZO NOBEL CHEMICALS (INDIA) LTD. [MERGED],Other chemical products,1990.0,CENTAKCHEM
45635,CHEMBOND CHEMICALS LTD.,Other chemical products,1975.0,CHEMBOND
47715,CIBA INDIA LTD. [MERGED],Other chemical products,1995.0,CIBASPEC
48243,CLARIANT (INDIA) LTD. [MERGED],Other chemical products,1947.0,CLARIANT
53473,D C M SHRIRAM LTD.,Other chemical products,1989.0,DCMSHRIRAM
53527,D C W LTD.,Other chemical products,1939.0,DCW
55128,DAI-ICHI KARKARIA LTD.,Other chemical products,1960.0,DAICHIKARK
57378,DEEPAK FERTILISERS & PETROCHEMICALS CORPN. LTD.,Other chemical products,1979.0,DEEPAKFERT
57447,DEEPAK NITRITE LTD.,Other chemical products,1970.0,DEEPAKNTR
60076,DHARAMSI MORARJI CHEMICAL CO. LTD.,Other chemical products,1919.0,DHARAMSI
64345,DYNEMIC PRODUCTS LTD.,Other chemical products,1990.0,DYNPRO
74770,FOSECO INDIA LTD.,Other chemical products,1958.0,FOSECOIND
85467,GRAUER & WEIL (INDIA) LTD.,Other chemical products,1957.0,GRAUWEIL
96520,G O C L CORPN. LTD.,Other chemical products,1961.0,GOCLCORP
97153,I V P LTD.,Other chemical products,1929.0,IVP
99248,INDO AMINES LTD.,Other chemical products,1992.0,INDOAMIN
153929,NALCO WATER INDIA PVT. LTD.,Other chemical products,1987.0,NALCOCHEM
155636,NOCIL LTD.,Other chemical products,1961.0,NOCIL
160259,NIRMA LTD.,Other chemical products,1980.0,NIRMA
175214,PIDILITE INDUSTRIES LTD.,Other chemical products,1969.0,PIDILITIND
176966,POLYOLEFINS INDUSTRIES LTD. [MERGED],Other chemical products,1964.0,PIL
180736,PREMIER EXPLOSIVES LTD.,Other chemical products,1980.0,PREMEXPLN
204866,S R F LTD.,Other chemical products,1970.0,SRF
219761,NARMADA GELATINES LTD.,Other chemical products,1961.0,SHAWGELTIN
230409,SOLAR INDUSTRIES INDIA LTD.,Other chemical products,1995.0,SOLARINDS
236746,STERLING BIOTECH LTD.,Other chemical products,1985.0,STERLINBIO
253594,I O L CHEMICALS & PHARMACEUTICALS LTD.,Other chemical products,1986.0,IOLCP
269742,VIVIMED LABS LTD.,Other chemical products,1988.0,VIVIMEDLAB
316063,FINE ORGANIC INDS. LTD.,Other chemical products,2002.0,FINEORG
377405,FINEOTEX CHEMICAL LTD.,Other chemical products,2004.0,FCL
385270,DISHMAN CARBOGEN AMCIS LTD.,Other chemical products,2007.0,DCAL
395750,ANUPAM RASAYAN INDIA LTD.,Other chemical products,2003.0,ANURAS
408436,PAR DRUGS & CHEMICALS LTD.,Other chemical products,1999.0,PAR
412568,SANGINITA CHEMICALS LTD.,Other chemical products,2005.0,SANGINITA
414380,ROSSARI BIOTECH LTD.,Other chemical products,2009.0,ROSSARI
416033,VADIVARHE SPECIALITY CHEMICALS LTD.,Other chemical products,2009.0,VSCL
435842,UNIVERSUS PHOTO IMAGINGS LTD.,Other chemical products,2011.0,UNIVPHOTO
516434,ARVEE LABORATORIES (INDIA) LTD.,Other chemical products,2012.0,ARVEE
587354,AARTI SURFACTANTS LTD.,Other chemical products,2018.0,AARTISURF
596101,GUJARAT FLUOROCHEMICALS LTD.,Other chemical products,2018.0,FLUOROCHEM
609854,MEGHMANI ORGANICS LTD.,Other chemical products,2019.0,MOL
646333,H P ADHESIVES LTD.,Other chemical products,2019.0,HPAL
656004,KOTYARK INDUSTRIES LTD.,Other chemical products,2016.0,KOTYARK
12094,ALTOS INDIA LTD.,"Computers, peripherals & storage devices",1982.0,ALTOS
56300,DATAPRO INFORMATION TECHNOLOGY LTD.,"Computers, peripherals & storage devices",1989.0,DATAPROINF
77057,G R MAGNETS LTD.,"Computers, peripherals & storage devices",1985.0,GRMAGNET
129366,IZMO LTD.,"Computers, peripherals & storage devices",1995.0,IZMO
149537,MOSER BAER INDIA LTD.,"Computers, peripherals & storage devices",1983.0,MOSERBAER
246599,T V S ELECTRONICS LTD. [MERGED],"Computers, peripherals & storage devices",1986.0,TVSELEC
261167,V X L INSTRUMENTS LTD.,"Computers, peripherals & storage devices",1986.0,VXLINSTR
275206,ZENITH COMPUTERS LTD.,"Computers, peripherals & storage devices",1980.0,ZENITHCOMP
524107,PANACHE DIGILIFE LTD.,"Computers, peripherals & storage devices",2007.0,PANACHE
4671,RADICO KHAITAN LTD.,Alcoholic beverages,1983.0,RADICO
23320,ASSOCIATED ALCOHOLS & BREWERIES LTD.,Alcoholic beverages,1989.0,ASALCBR
29294,BALAJI DISTILLERIES LTD. [MERGED],Alcoholic beverages,1983.0,BALAJIDIST
67825,EMPEE DISTILLERIES LTD.,Alcoholic beverages,1983.0,EDL
76626,G M BREWERIES LTD.,Alcoholic beverages,1981.0,GMBREW
98445,INDIA GLYCOLS LTD.,Alcoholic beverages,1983.0,INDIAGLYCO
100399,MILLENNIUM BEER INDS. LTD. [MERGED],Alcoholic beverages,1989.0,INERTIAIND
118794,KEDIA DISTILLERIES LTD.,Alcoholic beverages,1978.0,KEDIADIST
142526,UNITED SPIRITS LTD.,Alcoholic beverages,1999.0,MCDOWELL-N
142527,MCDOWELL & CO. LTD. [MERGED],Alcoholic beverages,1956.0,MCDOWELL
175170,PICCADILY SUGAR & ALLIED INDS. LTD.,Alcoholic beverages,1993.0,PICCADSUG
195196,RAVI KUMAR DISTILLERIES LTD.,Alcoholic beverages,1993.0,RKDL
212565,PINCON SPIRIT LTD.,Alcoholic beverages,1978.0,PINCON
219753,SHAW WALLACE & CO. LTD. [MERGED],Alcoholic beverages,1946.0,SHAWALLACE
230628,SOM DISTILLERIES & BREWERIES LTD.,Alcoholic beverages,1993.0,SDBL
251033,TILAKNAGAR INDUSTRIES LTD.,Alcoholic beverages,1933.0,TI
320945,UNITED BREWERIES LTD.,Alcoholic beverages,1999.0,UBL
4709,TRIDENT LTD.,Other textiles,1990.0,TRIDENT
15510,A I CHAMPDANY INDS. LTD.,Other textiles,1917.0,AICHAMP
19541,ARIHANT INDUSTRIES LTD.,Other textiles,1977.0,ARIHANTIND
36391,DIGJAM LTD. [MERGED],Other textiles,1948.0,DIGJAM
44281,CHAMPDANY INDUSTRIES LTD. [MERGED],Other textiles,1921.0,CHAMPDANY
46309,CHEVIOT CO. LTD.,Other textiles,1897.0,CHEVIOT
58116,DELTA INDUSTRIES LTD.,Other textiles,1975.0,DELTAIND
64728,EASTERN SILK INDS. LTD.,Other textiles,1946.0,EASTSILK
72576,FAZE THREE LTD.,Other textiles,1985.0,FAZETHREE
79494,GARWARE TECHNICAL FIBRES LTD.,Other textiles,1976.0,GARFIBRES
85112,GRABAL ALOK IMPEX LTD. [MERGED],Other textiles,1993.0,GRABALALK
86870,GUJARAT RAFFIA INDS. LTD.,Other textiles,1984.0,GUJRAFFIA
93698,HIMATSINGKA SEIDE LTD.,Other textiles,1985.0,HIMATSEIDE
98680,INDIAN CARD CLOTHING CO. LTD.,Other textiles,1955.0,INDIANCARD
99475,INDO RAMA TEXTILES LTD. [MERGED],Other textiles,2003.0,INDORAMTEX
103477,J C T LTD.,Other textiles,1946.0,JCT
