co_code,name,industry_type,incorporation_year,nse
64578,E L FORGE LTD.,Castings & forgings,1934.0,ELFORGE
68477,HINDUJA FOUNDRIES LTD. [MERGED],Castings & forgings,1959.0,HINDUJAFO
78705,GANGA FORGING LTD.,Castings & forgings,1988.0,GANGAFORGE
105941,SHREE GANESH FORGINGS LTD.,Castings & forgings,1972.0,SGFL
108556,JAYASWALS NECO LTD. [MERGED],Castings & forgings,1976.0,JAYASWLNEC
115756,KANAKDHARA STEEL LTD.,Castings & forgings,1983.0,KANAKSTEEL
132027,M M FORGINGS LTD.,Castings & forgings,1946.0,MMFL
153533,NAGPUR ALLOY CASTINGS LTD. [MERGED],Castings & forgings,1981.0,NAGPURALOY
157436,NELCAST LTD.,Castings & forgings,1982.0,NELCAST
180245,PRECISION CAMSHAFTS LTD.,Castings & forgings,1992.0,PRECAM
193189,RAMKRISHNA FORGINGS LTD.,Castings & forgings,1981.0,RKFORGE
210673,B F INDUSTRIAL TECHNOLOGY & SOLUTIONS LTD.,Castings & forgings,1989.0,SANGHVIFOR
215965,SECALS LTD.,Castings & forgings,1970.0,SECALS
221314,SHIVAJI WORKS LTD. [MERGED],Castings & forgings,1900.0,SHIVAJWORK
227709,SIMPLEX CASTINGS LTD.,Castings & forgings,1980.0,SIMPLEXCAS
236536,STEELCAST LTD.,Castings & forgings,1972.0,STEELCAS
241386,SUPER FORGINGS & STEELS LTD.,Castings & forgings,1968.0,SUPERFORGE
251641,TITAGARH STEELS LTD. [MERGED],Castings & forgings,1981.0,TITAGRSTEL
371452,HILTON METAL FORGING LTD.,Castings & forgings,2005.0,HILTON
376597,L G B FORGE LTD.,Castings & forgings,2006.0,LGBFORGE
438332,SYNERGY GREEN INDS. LTD.,Castings & forgings,2010.0,SGIL
482404,TIRUPATI FORGE LTD.,Castings & forgings,2012.0,TIRUPATIFL
21611,ASHCO NIULAB INDS. LTD.,Other miscellaneous services,1986.0,ASHCONIUL
29351,BALAJI INDUSTRIAL CORPN. LTD.,Other miscellaneous services,1984.0,BALAJIIND
78253,A J R INFRA & TOLLING LTD.,Other miscellaneous services,2001.0,AJRINFRA
78330,GANAPATI EXPORTS LTD.,Other miscellaneous services,1978.0,GANAPATEXP
100013,INDU NISSAN OXO CHEMICAL INDS. LTD.,Other miscellaneous services,1979.0,INDUNISSAN
147838,MODI TELE FIBRES LTD.,Other miscellaneous services,1983.0,MODITHREAD
168567,PADMINI TECHNOLOGIES LTD.,Other miscellaneous services,1990.0,PADMINPOLY
212387,O R G INFORMATICS LTD.,Other miscellaneous services,1976.0,ORGINFO
264047,VEGEPRO FOODS & FEEDS LTD.,Other miscellaneous services,1987.0,VEGPROFOOD
334900,MATRIMONY.COM LTD.,Other miscellaneous services,2001.0,MATRIMONY
337100,ANTONY WASTE HANDLING CELL LTD.,Other miscellaneous services,2001.0,AWHCL
369685,ROUTE MOBILE LTD.,Other miscellaneous services,2004.0,ROUTE
576803,BANKA BIOLOO LTD.,Other miscellaneous services,2012.0,BANKA
4024,AARVEE DENIMS & EXPORTS LTD.,Cloth,1988.0,AARVEEDEN
21042,ARVIND LTD.,Cloth,1931.0,ARVIND
21055,ARVIND POLYCOT LTD. [MERGED],Cloth,1968.0,ARVINDPOLY
21214,ARYAN FINE FAB LTD.,Cloth,1987.0,ARYAFINFAB
21707,ASHIMA LTD.,Cloth,1982.0,ASHIMASYN
27798,B S L LTD.,Cloth,1970.0,BSL
30442,BANSWARA SYNTEX LTD.,Cloth,1976.0,BANSWRAS
33477,BHANDARI HOSIERY EXPORTS LTD.,Cloth,1993.0,BHANDARI
36864,BLUE BLENDS (INDIA) LTD.,Cloth,1981.0,BLUEBLENDS
62538,DONEAR INDUSTRIES LTD.,Cloth,1987.0,DONEAR
67966,EMTEX INDUSTRIES (INDIA) LTD.,Cloth,1982.0,EMTEXIND
78035,SHRI LAKSHMI COTSYN LTD.,Cloth,1988.0,SHLAKSHMI
93936,HINDOOSTAN SPINNING & WVG. MILLS LTD. [MERGED],Cloth,1973.0,HINDSPG
99308,INDO COUNT INDS. LTD.,Cloth,1988.0,ICIL
109255,JERSEY INDIA LTD.,Cloth,1996.0,JERSY
109878,JINDAL WORLDWIDE LTD.,Cloth,1986.0,JINDWORLD
111821,K G DENIM LTD.,Cloth,1992.0,KGDENIM
134630,MAFATLAL FINE SPG. & MFG. CO. LTD. [MERGED],Cloth,1945.0,MAFATLASPG
134635,MAFATLAL INDUSTRIES LTD.,Cloth,1913.0,MAFATLAIND
135403,MAHALAXMI RUBTECH LTD.,Cloth,1991.0,MHLXMIRU
147543,MODERN DENIM LTD.,Cloth,1977.0,MODERNDENM
149329,MORARJEE TEXTILES LTD.,Cloth,1995.0,MORARJEE
150059,BOMBAY RAYON FASHIONS LTD.,Cloth,1992.0,BRFL
154314,NANDAN DENIM LTD.,Cloth,1994.0,NDL
164563,ORBIT EXPORTS LTD.,Cloth,1983.0,ORBTEXP
189508,MOHOTA INDUSTRIES LTD.,Cloth,1946.0,MOHOTAIND
200576,RUBY MILLS LTD.,Cloth,1917.0,RUBYMILLS
203579,S KUMARS NATIONWIDE LTD.,Cloth,1990.0,SKUMARSYNF
210445,SANGAM (INDIA) LTD.,Cloth,1984.0,SANGAMIND
218421,SHAMKEN MULTIFAB LTD.,Cloth,1986.0,SHAMKNFAB
221353,S T L GLOBAL LTD.,Cloth,1997.0,SGL
222476,S V P GLOBAL TEXTILES LTD.,Cloth,1982.0,SVPGLOB
228899,SIYARAM SILK MILLS LTD.,Cloth,1978.0,SIYSIL
230671,SOMA TEXTILES & INDS. LTD.,Cloth,1940.0,SOMATEX
241938,SUPREME (INDIA) IMPEX LTD.,Cloth,1995.0,SIIL
244068,SWADESHI MILLS CO. LTD.,Cloth,1886.0,SVADMILLS
266263,V T X INDUSTRIES LTD.,Cloth,1953.0,VTXIND
267512,VINIYOGA CLOTHEX LTD.,Cloth,1992.0,VINYOGCLOT
268436,V T M LTD.,Cloth,1946.0,VTMLTD
268608,VISHAL FABRICS LTD.,Cloth,1985.0,VISHAL
359380,S K S TEXTILES LTD.,Cloth,1997.0,SKSTEXTILE
362490,SWARAJ SUITING LTD.,Cloth,2003.0,SWARAJ
410436,ARTEDZ FABS LTD.,Cloth,2006.0,ARTEDZ
21420,A B B INDIA LTD.,"Generators, transformers & switchgears",1949.0,ABB
31490,BEARDSELL LTD.,"Generators, transformers & switchgears",1936.0,BEARDSELL
33671,BHARAT BIJLEE LTD.,"Generators, transformers & switchgears",1946.0,BBL
40158,IGARASHI MOTORS INDIA LTD.,"Generators, transformers & switchgears",1992.0,IGARASHI
52418,C G POWER & INDL. SOLUTIONS LTD.,"Generators, transformers & switchgears",1937.0,CGPOWER
56307,DATAR SWITCHGEAR LTD.,"Generators, transformers & switchgears",1984.0,DATARSWICH
64420,E C E INDUSTRIES LTD.,"Generators, transformers & switchgears",1945.0,ECEIND
96761,I M P POWERS LTD.,"Generators, transformers & switchgears",1961.0,INDLMETER
99508,INDO TECH TRANSFORMERS LTD.,"Generators, transformers & switchgears",1992.0,INDOTECH
121148,KIRLOSKAR ELECTRIC CO. LTD.,"Generators, transformers & switchgears",1946.0,KECL
147887,MODISON LTD.,"Generators, transformers & switchgears",1983.0,MODISONLTD
176007,PITTI ENGINEERING LTD.,"Generators, transformers & switchgears",1983.0,PITTIENG
224917,SHRI RAM SWITCHGEARS LTD.,"Generators, transformers & switchgears",1985.0,SRIRAM
245935,T D POWER SYSTEMS LTD.,"Generators, transformers & switchgears",1999.0,TDPOWERSYS
252938,TRANSFORMERS & RECTIFIERS (INDIA) LTD.,"Generators, transformers & switchgears",1994.0,TRIL
269912,VOLTAMP TRANSFORMERS LTD.,"Generators, transformers & switchgears",1967.0,VOLTAMP
389110,MARINE ELECTRICALS (INDIA) LTD.,"Generators, transformers & switchgears",2007.0,MARINE
408877,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,"Generators, transformers & switchgears",2011.0,SCHNEIDER
595098,HITACHI ENERGY INDIA LTD.,"Generators, transformers & switchgears",2019.0,POWERINDIA
2015,A N G INDUSTRIES LTD.,Other automobile ancillaries,1991.0,ANGIND
14268,AMTEK AUTO LTD.,Other automobile ancillaries,1988.0,AMTEKAUTO
24915,T V S AUTOLEC LTD. [MERGED],Other automobile ancillaries,1980.0,AUTOLEC
24919,AUTOLINE INDUSTRIES LTD.,Other automobile ancillaries,1996.0,AUTOIND
24921,AUTOLITE (INDIA) LTD.,Other automobile ancillaries,1977.0,AUTOLITIND
24967,AUTOMOBILE CORPN. OF GOA LTD.,Other automobile ancillaries,1980.0,AUTOCORP
24976,AUTOMOTIVE AXLES LTD.,Other automobile ancillaries,1981.0,AUTOAXLES
29909,BANCO PRODUCTS (INDIA) LTD.,Other automobile ancillaries,1961.0,BANCOINDIA
33750,BHARAT FORGE LTD.,Other automobile ancillaries,1961.0,BHARATFORG
33759,BHARAT GEARS LTD.,Other automobile ancillaries,1971.0,BHARATGEAR
35793,BIMETAL BEARINGS LTD.,Other automobile ancillaries,1961.0,BIMETAL
48770,CLUTCH AUTO LTD.,Other automobile ancillaries,1971.0,CLUTCHAUTO
58373,DENSO INDIA PVT. LTD.,Other automobile ancillaries,1984.0,DENSO
59736,LUMAX AUTO TECHNOLOGIES LTD.,Other automobile ancillaries,1981.0,LUMAXTECH
64150,DYNAMATIC TECHNOLOGIES LTD.,Other automobile ancillaries,1973.0,DYNAMATECH
68296,ENGINE VALVES LTD. [MERGED],Other automobile ancillaries,1954.0,ENGINVALVE
72979,FIEM INDUSTRIES LTD.,Other automobile ancillaries,1989.0,FIEMIND
76484,G K N DRIVELINE (INDIA) LTD.,Other automobile ancillaries,1985.0,INVELTRANS
76780,G N A AXLES LTD.,Other automobile ancillaries,1993.0,GNA
77591,GABRIEL INDIA LTD.,Other automobile ancillaries,1961.0,GABRIEL
83183,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Other automobile ancillaries,1954.0,FMGOETZE
86677,MUNJAL AUTO INDS. LTD.,Other automobile ancillaries,1985.0,MUNJALAU
86891,SETCO AUTOMOTIVE LTD.,Other automobile ancillaries,1982.0,SETCO
90399,HARIG CRANKSHAFTS LTD.,Other automobile ancillaries,1983.0,HARIGCRANK
90657,HARITA SEATING SYSTEMS LTD. [MERGED],Other automobile ancillaries,1996.0,HARITASEAT
92871,HI-TECH GEARS LTD.,Other automobile ancillaries,1986.0,HITECHGEAR
93994,HINDUSTAN COMPOSITES LTD.,Other automobile ancillaries,1964.0,HINDCOMPOS
98527,INDIA NIPPON ELECTRICALS LTD.,Other automobile ancillaries,1984.0,INDNIPPON
103305,J B M AUTO LTD.,Other automobile ancillaries,1996.0,JBMA
104238,J M T AUTO LTD.,Other automobile ancillaries,1997.0,JMTAUTOLTD
105881,JAI PARABOLIC SPRINGS LTD. [MERGED],Other automobile ancillaries,1985.0,JAIPARBOLI
107169,JAMNA AUTO INDS. LTD.,Other automobile ancillaries,1965.0,JAMNAAUTO
108072,JAY BHARAT MARUTI LTD.,Other automobile ancillaries,1987.0,JAYBARMARU
114946,BOSCH CHASSIS SYSTEMS INDIA PVT. LTD.,Other automobile ancillaries,1982.0,BOSCHCHASY
114969,KALYANI FORGE LTD.,Other automobile ancillaries,1979.0,KALYANIFRG
120783,KINETIC ENGINEERING LTD.,Other automobile ancillaries,1970.0,KINETICENG
123292,KRISHNA ENGINEERING WORKS LTD.,Other automobile ancillaries,1983.0,KRISHNAENG
126336,LAKSHMI AUTO COMPONENTS LTD. [MERGED],Other automobile ancillaries,1986.0,LAKSHAUTO
127136,LASER LAMPS (HARYANA) LTD. [MERGED],Other automobile ancillaries,1988.0,LASERLAMP
130240,LUMAX AUTOMOTIVE SYSTEMS LTD.,Other automobile ancillaries,1999.0,LUMAXAUTO
130248,LUMAX INDUSTRIES LTD.,Other automobile ancillaries,1981.0,LUMAXIND
136451,MAHINDRA C I E AUTOMOTIVE LTD.,Other automobile ancillaries,1999.0,MAHINDCIE
146438,MINDA CORPORATION LTD.,Other automobile ancillaries,1985.0,MINDACORP
146439,UNO MINDA LTD.,Other automobile ancillaries,1992.0,UNOMINDA
149616,SAMVARDHANA MOTHERSON INTL. LTD.,Other automobile ancillaries,1986.0,MOTHERSON
149711,BOSCH LTD.,Other automobile ancillaries,1951.0,BOSCHLTD
150968,MUNJAL SHOWA LTD.,Other automobile ancillaries,1985.0,MUNJALSHOW
163701,OMAX AUTOS LTD.,Other automobile ancillaries,1983.0,OMAXAUTO
174982,PHOENIX ELECTRIC (INDIA) LTD. [MERGED],Other automobile ancillaries,1994.0,PHOENIXELE
180325,P P A P AUTOMOTIVE LTD.,Other automobile ancillaries,1995.0,PPAP
180785,PRICOL LTD. [MERGED],Other automobile ancillaries,1972.0,PRICOL
193623,RANE BRAKE LININGS LTD. [MERGED],Other automobile ancillaries,1964.0,RANEBRAKE
193626,RANE ENGINE VALVES LTD. [MERGED],Other automobile ancillaries,1967.0,REVL
196933,REMSONS INDUSTRIES LTD.,Other automobile ancillaries,1971.0,REMSONSIND
196973,RENCO GEARS LTD.,Other automobile ancillaries,1987.0,RENCOGEAR
197837,RICO AUTO INDS. LTD.,Other automobile ancillaries,1983.0,RICOAUTO
200048,ROTO PUMPS LTD.,Other automobile ancillaries,1975.0,ROTO
210290,SANDHAR TECHNOLOGIES LTD.,Other automobile ancillaries,1987.0,SANDHAR
211665,SANSERA ENGINEERING LTD.,Other automobile ancillaries,1981.0,SANSERA
219178,SHARDA MOTOR INDS. LTD.,Other automobile ancillaries,1986.0,SHARDAMOTR
225438,SHRIRAM PISTONS & RINGS LTD.,Other automobile ancillaries,1963.0,SHRIPISTON
230893,J T E K T INDIA LTD.,Other automobile ancillaries,1984.0,JTEKTINDIA
230901,SONA B L W PRECISION FORGINGS LTD.,Other automobile ancillaries,1995.0,SONACOMS
236511,STEEL STRIPS WHEELS LTD.,Other automobile ancillaries,1985.0,SSWL
237919,SUBROS LTD.,Other automobile ancillaries,1985.0,SUBROS
240029,SUNDARAM BRAKE LININGS LTD.,Other automobile ancillaries,1974.0,SUNDRMBRAK
240215,SUNDRAM FASTENERS LTD.,Other automobile ancillaries,1962.0,SUNDRMFAST
241914,SUPRAJIT ENGINEERING LTD.,Other automobile ancillaries,1985.0,SUPRAJIT
246955,TALBROS AUTOMOTIVE COMPONENTS LTD.,Other automobile ancillaries,1956.0,TALBROAUTO
256224,UCAL FUEL SYSTEMS LTD.,Other automobile ancillaries,1985.0,UCALFUEL
262775,VARROC ENGINEERING LTD.,Other automobile ancillaries,1988.0,VARROC
272084,WHEELS INDIA LTD.,Other automobile ancillaries,1960.0,WHEELS
274780,Z F STEERING GEAR (INDIA) LTD.,Other automobile ancillaries,1981.0,ZFSTEERING
281470,CRAFTSMAN AUTOMATION LTD.,Other automobile ancillaries,1986.0,CRAFTSMAN
343765,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Other automobile ancillaries,1990.0,ASAL
356060,INNOVENTIVE INDUSTRIES LTD.,Other automobile ancillaries,1991.0,INNOIND
367383,RANE (MADRAS) LTD.,Other automobile ancillaries,2004.0,RML
371201,SHIVAM AUTOTECH LTD.,Other automobile ancillaries,2005.0,SHIVAMAUTO
372072,ENDURANCE TECHNOLOGIES LTD.,Other automobile ancillaries,1999.0,ENDURANCE
374456,Z F COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LTD.,Other automobile ancillaries,2004.0,WABCOINDIA
377225,RANE BRAKE LINING LTD.,Other automobile ancillaries,2004.0,RBL
380966,RANE ENGINE VALVE LTD.,Other automobile ancillaries,1972.0,RANEENGINE
403303,PRITIKA AUTO INDS. LTD.,Other automobile ancillaries,1980.0,PRITIKAUTO
479759,SHIGAN QUANTUM TECHNOLOGIES LTD.,Other automobile ancillaries,2008.0,SHIGAN
553720,PRICOL LTD.,Other automobile ancillaries,2011.0,PRICOLLTD
560307,A S L INDUSTRIES LTD.,Other automobile ancillaries,1992.0,ASLIND
601439,N D R AUTO COMPONENTS LTD.,Other automobile ancillaries,2019.0,NDRAUTO
646517,MOTHERSON SUMI WIRING INDIA LTD.,Other automobile ancillaries,2020.0,MSUMI
37451,BOMBAY DYEING & MFG. CO. LTD.,Man-made filaments & fibres,1879.0,BOMDYEING
43677,CENTURY ENKA LTD.,Man-made filaments & fibres,1965.0,CENTENKA
53448,CENTRAL INDIA POLYESTERS LTD. [MERGED],Man-made filaments & fibres,2004.0,CIPL
57488,DEEPAK SPINNERS LTD.,Man-made filaments & fibres,1982.0,DEEPAKSPIN
73013,FILATEX INDIA LTD.,Man-made filaments & fibres,1990.0,FILATEX
77228,G S L (INDIA) LTD.,Man-made filaments & fibres,1982.0,GSL
78586,GANESHA ECOSPHERE LTD.,Man-made filaments & fibres,1987.0,GANECOS
79147,GARDEN SILK MILLS PVT. LTD.,Man-made filaments & fibres,1979.0,GARDENSILK
85447,GRASIM INDUSTRIES LTD.,Man-made filaments & fibres,1947.0,GRASIM
93893,HIND SYNTEX LTD.,Man-made filaments & fibres,1980.0,HINDSYNTEX
98546,INDIA POLYFIBRES LTD. [MERGED],Man-made filaments & fibres,1982.0,INDIAPOLY
98652,INDIAN ACRYLICS LTD.,Man-made filaments & fibres,1986.0,INDIANACRY
98916,FUTURA POLYESTERS LTD.,Man-made filaments & fibres,1960.0,INDIANORG
99476,INDO RAMA SYNTHETICS (INDIA) LTD.,Man-made filaments & fibres,1986.0,INDORAMA
103278,J B F INDUSTRIES LTD.,Man-made filaments & fibres,1982.0,JBFIND
109770,JINDAL COTEX LTD.,Man-made filaments & fibres,1998.0,JINDCOT
126781,LAMBODHARA TEXTILES LTD.,Man-made filaments & fibres,1994.0,LAMBODHARA
136092,MAHENDRA PETROCHEMICALS LTD.,Man-made filaments & fibres,1987.0,MAHENDSUIT
153868,NAKODA LTD.,Man-made filaments & fibres,1984.0,NAKODA
170917,PARASRAMPURIA INDUSTRIES LTD.,Man-made filaments & fibres,1993.0,PARASIND
172206,PASUPATI ACRYLON LTD.,Man-made filaments & fibres,1982.0,PASUPTAC
172222,PASUPATI SPINNING & WVG. MILLS LTD.,Man-made filaments & fibres,1979.0,PASUPATSPG
175632,PIONEER EMBROIDERIES LTD.,Man-made filaments & fibres,1991.0,PIONEEREMB
182284,PRIYADARSINI LTD.,Man-made filaments & fibres,1981.0,PSMSPGMILL
190382,RAJASHREE POLYFIL LTD. [MERGED],Man-made filaments & fibres,1988.0,RAJSREPOLY
195820,RECRON SYNTHETICS LTD. [MERGED],Man-made filaments & fibres,1986.0,RAYMONDSYN
202737,S I V INDUSTRIES LTD.,Man-made filaments & fibres,1957.0,SIVIND
210633,SANGHI POLYESTERS LTD.,Man-made filaments & fibres,1986.0,SANGHIPOLY
223747,SHREE SYNTHETICS LTD. [MERGED],Man-made filaments & fibres,1999.0,SHREESYNTH
239293,SUMEET INDUSTRIES LTD.,Man-made filaments & fibres,1988.0,SUMEETINDS
242126,SUPREME TEX MART LTD.,Man-made filaments & fibres,1988.0,SUPREMETEX
262572,VARDHMAN ACRYLICS LTD.,Man-made filaments & fibres,1990.0,VARDHACRLC
271517,A Y M SYNTEX LTD.,Man-made filaments & fibres,1983.0,AYMSYNTEX
368661,SUTLEJ TEXTILES & INDS. LTD.,Man-made filaments & fibres,2005.0,SUTLEJTEX
386419,C I L NOVA PETROCHEMICALS LTD.,Man-made filaments & fibres,2003.0,CNOVAPETRO
18030,APLAB LTD.,Other electronics,1964.0,APLAB
22793,ASIAN ELECTRONICS LTD.,Other electronics,1964.0,ASIANELEC
23668,ASTRA MICROWAVE PRODUCTS LTD.,Other electronics,1991.0,ASTRAMICRO
27428,B P L LTD.,Other electronics,1963.0,BPL
32003,BELLS CONTROLS LTD.,Other electronics,1929.0,BELCONTROL
40063,SAFIRE GLOBAL MEDICARE LTD.,Other electronics,1988.0,CDRMEDICAL
41136,CENTUM ELECTRONICS LTD.,Other electronics,1993.0,CENTUM
50821,CONTROL PRINT LTD.,Other electronics,1991.0,CONTROLPR
65575,EASUN REYROLLE LTD.,Other electronics,1974.0,EASUNREYRL
74973,F C I OEN CONNECTORS LTD.,Other electronics,1981.0,OENCONNECT
93881,HIND RECTIFIERS LTD.,Other electronics,1958.0,HIRECT
103474,J C T ELECTRONICS LTD.,Other electronics,1976.0,JCTEL
126361,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,Other electronics,1981.0,LAKSELECON
147853,MODI XEROX LTD. [MERGED],Other electronics,1983.0,MODIXEROX
151946,N E P C INDIA LTD.,Other electronics,1989.0,NEPCMICON
154181,NAMTECH ELECTRONIC DEVICES LTD.,Other electronics,1984.0,NAMTECHELE
162229,SWELECT ENERGY SYSTEMS LTD.,Other electronics,1994.0,SWELECTES
164456,OPTO CIRCUITS (INDIA) LTD.,Other electronics,1992.0,OPTOCIRCUI
173941,PENTAFOUR SOLEC TECHNOLOGY LTD.,Other electronics,1993.0,PENTFRSOLC
183960,PUNSUMI INDIA LTD.,Other electronics,1984.0,PUNSUMI
204472,S P E L SEMICONDUCTOR LTD.,Other electronics,1984.0,SPICELEC
208942,SALZER ELECTRONICS LTD.,Other electronics,1985.0,SALZERELEC
209802,SAMTEL COLOR LTD.,Other electronics,1986.0,SAMTEL
248110,HONEYWELL AUTOMATION INDIA LTD.,Other electronics,1984.0,HONAUT
258925,USHA (INDIA) LTD.,Other electronics,1962.0,USHAINDIA
259624,MARSHALL MACHINES LTD.,Other electronics,1994.0,MARSHALL
271091,WEBSOL ENERGY SYSTEM LTD.,Other electronics,1990.0,WEBELSOLAR
271470,WELLWIN INDUSTRY LTD.,Other electronics,1995.0,WELLWININD
273319,X L ENERGY LTD.,Other electronics,1985.0,XLENERGY
274525,YOKOGAWA INDIA LTD.,Other electronics,1987.0,YOKOGAWA
284470,NITIRAJ ENGINEERS LTD.,Other electronics,1999.0,NITIRAJ
295606,UJAAS ENERGY LTD.,Other electronics,1999.0,UJAAS
339454,M I C ELECTRONICS LTD.,Other electronics,1988.0,MICEL
375210,SOLECTRON E M S INDIA LTD. [MERGED],Other electronics,2006.0,SOLEMS
377307,SURANA SOLAR LTD.,Other electronics,2006.0,SURANASOL
377800,INDOSOLAR LTD.,Other electronics,2005.0,INDOSOLAR
398556,H P L ELECTRIC & POWER LTD.,Other electronics,1992.0,HPL
407472,SYRMA S G S TECHNOLOGY LTD.,Other electronics,2004.0,SYRMA
456726,SERVOTECH POWER SYSTEMS LTD.,Other electronics,2004.0,SERVOTECH
457276,APOLLO MICRO SYSTEMS LTD.,Other electronics,1997.0,APOLLO
516117,FOCUS LIGHTING & FIXTURES LTD.,Other electronics,2005.0,FOCUS
517625,SOLEX ENERGY LTD.,Other electronics,2014.0,SOLEX
589303,SPECTRUM ELECTRICAL INDS. LTD.,Other electronics,2008.0,SPECTRUM
28958,WOPOLIN PLASTICS LTD.,Plastic packaging goods,1970.0,WOPOLIN
67798,EMMBI INDUSTRIES LTD.,Plastic packaging goods,1994.0,EMMBI
69565,E P L LTD.,Plastic packaging goods,1982.0,EPL
92894,HITECH CORPORATION LTD.,Plastic packaging goods,1991.0,HITECHCORP
97139,I T W INDIA PVT. LTD.,Plastic packaging goods,1979.0,ITWSIGNODE
105711,JAI CORP LTD.,Plastic packaging goods,1985.0,JAICORPLTD
110832,JUMBO BAG LTD.,Plastic packaging goods,1990.0,JUMBO
116315,KANPUR PLASTIPACK LTD.,Plastic packaging goods,1971.0,KANPRPLA
139000,MANJUSHREE TECHNOPACK LTD.,Plastic packaging goods,1987.0,MANJUSHREE
157577,NEO CORP INTL. LTD.,Plastic packaging goods,1985.0,NEOCORP
173305,PEARL POLYMERS LTD.,Plastic packaging goods,1971.0,PEARLPOLY
194189,RAS PROPACK LAMIPACK LTD. [MERGED],Plastic packaging goods,1993.0,RASLAMIPAK
198383,RISHI TECHTEX LTD.,Plastic packaging goods,1984.0,RISHIPACK
223374,SHREE RAMA MULTI-TECH LTD.,Plastic packaging goods,1993.0,SHREERAMA
246273,T P I INDIA LTD.,Plastic packaging goods,1982.0,TPINDIA
246785,T P L PLASTECH LTD.,Plastic packaging goods,1992.0,TPLPLASTEH
251109,TIME TECHNOPLAST LTD.,Plastic packaging goods,1989.0,TIMETECHNO
398357,MEGA FLEX PLASTICS LTD.,Plastic packaging goods,2003.0,MEGAFLEX
410889,WORTH PERIPHERALS LTD.,Plastic packaging goods,1996.0,WORTH
459417,RAJSHREE POLYPACK LTD.,Plastic packaging goods,2011.0,RPPL
473387,S M V D POLY PACK LTD.,Plastic packaging goods,2010.0,SMVD
479783,SHREE TIRUPATI BALAJEE FIBC LTD.,Plastic packaging goods,2009.0,TIRUPATI
576805,A & M JUMBO BAGS LTD.,Plastic packaging goods,2011.0,AMJUMBO
592174,COOL CAPS INDS. LTD.,Plastic packaging goods,2015.0,COOLCAPS
2717,DISH T V INDIA LTD.,Media-broadcasting,1988.0,DISHTV
64783,E T C NETWORKS LTD. [MERGED],Media-broadcasting,1981.0,ETCNETWORK
65846,E T C NETWORKS LTD. [MERGED] (1999),Media-broadcasting,1999.0,ETCNET
68623,ENTERTAINMENT NETWORK (INDIA) LTD.,Media-broadcasting,1999.0,ENIL
91459,HATHWAY CABLE & DATACOM LTD.,Media-broadcasting,1959.0,HATHWAY
106406,JAIN STUDIOS LTD.,Media-broadcasting,1991.0,JAINSTUDIO
158019,NETVISTA VENTURE LTD.,Media-broadcasting,1999.0,NETVISTAIT
158295,NEW DELHI TELEVISION LTD.,Media-broadcasting,1988.0,NDTV
165297,ORTEL COMMUNICATIONS LTD.,Media-broadcasting,1995.0,ORTEL
190071,RAJ TELEVISION NETWORK LTD.,Media-broadcasting,1994.0,RAJTV
207962,SAI TELEVISIONS LTD.,Media-broadcasting,1994.0,SAITELE
239792,SUN T V NETWORK LTD.,Media-broadcasting,1985.0,SUNTV
246634,T V TODAY NETWORK LTD.,Media-broadcasting,1999.0,TVTODAY
249469,TELEVISION EIGHTEEN INDIA LTD.[MERGED],Media-broadcasting,1993.0,TV-18
275035,E T C NETWORKS LTD. (1999) [MERGED],Media-broadcasting,1999.0,ETC
275052,ZEE MEDIA CORPN. LTD.,Media-broadcasting,1999.0,ZEEMEDIA
275062,ZEE ENTERTAINMENT ENTERPRISES LTD.,Media-broadcasting,1982.0,ZEEL
314795,MUSIC BROADCAST LTD.,Media-broadcasting,1999.0,RADIOCITY
370651,BROADCAST INITIATIVES LTD.,Media-broadcasting,2004.0,BROADCAST
370944,RELIANCE BROADCAST NETWORK LTD.,Media-broadcasting,2005.0,RBN
371246,TV18 BROADCAST LTD.,Media-broadcasting,2005.0,TV18BRDCST
372575,SITI NETWORKS LTD.,Media-broadcasting,2006.0,SITINET
385965,DEN NETWORKS LTD.,Media-broadcasting,2007.0,DEN
390023,T V VISION LTD.,Media-broadcasting,2007.0,TVVISION
416190,G T P L HATHWAY LTD.,Media-broadcasting,2006.0,GTPL
2773,ANIL SPECIAL STEEL INDS. LTD.,Steel,1968.0,ASILIND
13134,AMBUJA ELECTROCASTINGS LTD.,Steel,1989.0,AMBUJELCST
22753,ASIAN ALLOYS LTD.,Steel,1985.0,ASIANALLOY
35222,TATA STEEL B S L LTD. [MERGED],Steel,1983.0,TATASTLBSL
49429,COMET STEELS LTD. [MERGED],Steel,1970.0,COMETSTEEL
60602,INCREDIBLE INDUSTRIES LTD.,Steel,1979.0,INCREDIBLE
67523,EMCO LTD.,Steel,1964.0,EMCO
69506,ARCELORMITTAL NIPPON STEEL INDIA LTD.,Steel,1976.0,ESTL
84080,GONTERMANN-PEIPERS (INDIA) LTD.,Steel,1966.0,GONTERPEIP
94469,HISAR METAL INDS. LTD.,Steel,1990.0,HISARMETAL
98993,I S M T LTD.,Steel,1999.0,ISMTLTD
